champion_name,tier_rank,tier,counters_list,win_rate_list,role
Heimerdinger,BRONZE,2,"['Yasuo', 'Jhin', 'Zeri', 'Miss Fortune', 'Vayne']","['36', '42', '43', '46', '46']",ADC
Nilah,BRONZE,2,"['Xayah', 'Jhin', 'Lucian', 'Varus', 'Miss Fortune']","['43', '46', '47', '49', '49']",ADC
Vayne,BRONZE,2,"[""Kog'Maw"", 'Nilah', 'Miss Fortune', 'Twitch', 'Jhin']","['44', '46', '47', '48', '48']",ADC
Brand,BRONZE,2,"['Veigar', 'Sivir', 'Draven', 'Jinx', 'Vayne']","['33', '42', '44', '45', '46']",ADC
AurelionSol,BRONZE,3,"['Nilah', 'Twitch', 'Draven', 'Aphelios', 'Kalista']","['25', '30', '31', '38', '38']",ADC
Ziggs,BRONZE,2,"['Nilah', 'Twitch', 'Vayne', 'Lucian', 'Jhin']","['45', '46', '47', '48', '49']",ADC
Teemo,BRONZE,2,"['Nilah', ""Kog'Maw"", 'Aphelios', 'Xayah', 'Vayne']","['34', '38', '39', '40', '40']",ADC
Kindred,BRONZE,5,"['Nilah', 'Draven', 'Caitlyn', 'Lucian', ""Kog'Maw""]","['0', '20', '32', '33', '33']",ADC
Ashe,BRONZE,1,"['Yasuo', 'Nilah', ""Kog'Maw"", 'Twitch', 'Jhin']","['47', '47', '47', '47', '48']",ADC
Quinn,BRONZE,3,"['Ziggs', 'Aphelios', 'Varus', 'Jhin', 'Xayah']","['14', '38', '39', '41', '43']",ADC
Veigar,BRONZE,2,"['Ziggs', 'Ezreal', 'Sivir', 'Twitch', 'Samira']","['44', '45', '47', '47', '47']",ADC
TwistedFate,BRONZE,3,"['Xayah', 'Senna', 'Nilah', 'Samira', 'Kalista']","['21', '29', '38', '40', '40']",ADC
Akshan,BRONZE,3,"['Kalista', ""Kog'Maw"", 'Aphelios', 'Miss Fortune', 'Ziggs']","['33', '33', '39', '41', '43']",ADC
TahmKench,BRONZE,3,"['Vayne', 'Varus', 'Twitch', 'Jhin', 'Sivir']","['35', '37', '43', '44', '45']",ADC
Seraphine,BRONZE,2,"['Sivir', ""Kog'Maw"", 'Zeri', 'Lucian', 'Samira']","['36', '38', '43', '44', '47']",ADC
Draven,BRONZE,3,"['Veigar', 'Nilah', 'Kalista', 'Miss Fortune', 'Yasuo']","['31', '40', '44', '45', '45']",ADC
Twitch,BRONZE,2,"['Nilah', 'Draven', 'Yasuo', 'Miss Fortune', 'Samira']","['43', '46', '47', '47', '48']",ADC
Jinx,BRONZE,1,"['Nilah', 'Twitch', 'Vayne', 'Miss Fortune', 'Ziggs']","['46', '47', '47', '47', '47']",ADC
Ezreal,BRONZE,1,"['Ziggs', ""Kog'Maw"", 'Nilah', 'Vayne', 'Jhin']","['44', '44', '44', '45', '46']",ADC
Senna,BRONZE,3,"['Vayne', 'Nilah', 'Twitch', 'Ziggs', 'Jinx']","['41', '41', '44', '44', '44']",ADC
MissFortune,BRONZE,1,"[""Kog'Maw"", 'Yasuo', 'Jhin', 'Ziggs', 'Veigar']","['47', '48', '48', '49', '49']",ADC
Aphelios,BRONZE,3,"['Nilah', 'Jhin', 'Twitch', 'Ashe', 'Kalista']","['39', '44', '45', '45', '45']",ADC
Kogmaw,BRONZE,3,"['Senna', 'Ziggs', 'Twitch', 'Draven', 'Sivir']","['43', '44', '45', '46', '47']",ADC
Kalista,BRONZE,4,"['Nilah', 'Miss Fortune', 'Ziggs', 'Ashe', 'Xayah']","['39', '41', '43', '45', '45']",ADC
Malzahar,BRONZE,2,"['Tristana', 'Draven', 'Sivir', 'Zeri', 'Kalista']","['35', '36', '40', '40', '40']",ADC
Varus,BRONZE,2,"['Miss Fortune', 'Yasuo', 'Ezreal', 'Jhin', 'Twitch']","['46', '47', '47', '47', '47']",ADC
Xayah,BRONZE,3,"['Vayne', 'Jhin', ""Kog'Maw"", 'Ziggs', 'Draven']","['43', '44', '44', '45', '45']",ADC
Kaisa,BRONZE,2,"['Nilah', ""Kog'Maw"", 'Samira', 'Sivir', 'Vayne']","['42', '44', '45', '45', '46']",ADC
Hwei,BRONZE,5,"['Sivir', 'Vayne', 'Ziggs', 'Ashe', ""Kai'Sa""]","['35', '35', '38', '39', '39']",ADC
Samira,BRONZE,2,"['Nilah', ""Kog'Maw"", 'Ziggs', 'Jhin', 'Jinx']","['40', '42', '44', '46', '47']",ADC
Chogath,BRONZE,3,"['Ziggs', 'Zeri', 'Varus', 'Lucian', 'Xayah']","['20', '20', '27', '32', '36']",ADC
Tristana,BRONZE,2,"['Sivir', 'Miss Fortune', 'Vayne', 'Nilah', 'Caitlyn']","['46', '47', '47', '47', '47']",ADC
Caitlyn,BRONZE,1,"['Ziggs', 'Yasuo', 'Jhin', 'Miss Fortune', 'Nilah']","['45', '47', '47', '48', '48']",ADC
Sivir,BRONZE,3,"['Twitch', 'Vayne', 'Jhin', 'Kalista', 'Ziggs']","['43', '44', '44', '44', '45']",ADC
Anivia,BRONZE,5,"['Zeri', 'Nilah', 'Senna', 'Varus', 'Samira']","['0', '0', '0', '29', '30']",ADC
Lucian,BRONZE,3,"[""Kog'Maw"", 'Miss Fortune', 'Twitch', 'Draven', 'Yasuo']","['40', '45', '45', '45', '45']",ADC
Velkoz,BRONZE,3,"['Sivir', 'Aphelios', 'Draven', 'Yasuo', 'Xayah']","['17', '30', '33', '33', '33']",ADC
Zeri,BRONZE,4,"[""Kog'Maw"", 'Draven', 'Kalista', 'Vayne', 'Lucian']","['37', '42', '43', '43', '44']",ADC
Corki,BRONZE,5,"['Zeri', 'Yasuo', 'Aphelios', 'Vayne', 'Miss Fortune']","['14', '22', '29', '35', '38']",ADC
Sylas,BRONZE,2,"['Maokai', 'Janna', 'Heimerdinger', 'Brand', 'Teemo']","['32', '36', '40', '41', '42']",SUPPORT
Brand,BRONZE,1,"['Shaco', 'Zilean', 'Xerath', 'Renata Glasc', ""Vel'Koz""]","['44', '46', '46', '47', '47']",SUPPORT
Zac,BRONZE,2,"['Lulu', 'Miss Fortune', 'Shaco', 'Malphite', 'Rell']","['33', '33', '35', '36', '38']",SUPPORT
Poppy,BRONZE,2,"['Maokai', 'Karma', 'Xerath', 'Alistar', 'Milio']","['31', '33', '38', '39', '39']",SUPPORT
Lux,BRONZE,1,"['Maokai', 'Xerath', 'Shaco', 'Milio', 'Janna']","['45', '46', '47', '47', '47']",SUPPORT
Xerath,BRONZE,1,"['Sona', 'Amumu', 'Nami', 'Maokai', 'Alistar']","['45', '47', '48', '48', '48']",SUPPORT
Zyra,BRONZE,1,"['Milio', 'Shaco', 'Teemo', 'Zilean', 'Xerath']","['45', '45', '46', '47', '48']",SUPPORT
Galio,BRONZE,2,"['Maokai', 'Teemo', 'Swain', 'Malphite', 'Alistar']","['41', '43', '43', '45', '45']",SUPPORT
Swain,BRONZE,2,"['Teemo', 'Karma', 'Taric', 'Maokai', 'Brand']","['44', '45', '46', '46', '46']",SUPPORT
Taliyah,BRONZE,3,"['Rakan', 'Xerath', 'Thresh', 'Zilean', 'Pyke']","['19', '20', '21', '25', '35']",SUPPORT
Taric,BRONZE,2,"['Veigar', 'Janna', 'Maokai', 'Renata Glasc', 'Zyra']","['31', '39', '43', '45', '46']",SUPPORT
Shaco,BRONZE,1,"['Alistar', 'Maokai', 'Milio', 'Taric', 'Teemo']","['43', '43', '43', '44', '45']",SUPPORT
Heimerdinger,BRONZE,2,"['Miss Fortune', 'Zilean', 'Teemo', ""Vel'Koz"", 'Taric']","['38', '38', '40', '41', '42']",SUPPORT
Rakan,BRONZE,2,"['Heimerdinger', 'Sona', 'Swain', 'Brand', ""Vel'Koz""]","['41', '44', '44', '44', '45']",SUPPORT
Blitzcrank,BRONZE,1,"['Swain', 'Alistar', 'Brand', 'Shaco', 'Taric']","['43', '45', '46', '46', '46']",SUPPORT
Teemo,BRONZE,1,"['Milio', 'Soraka', 'Sona', 'Braum', 'Zilean']","['43', '43', '44', '46', '46']",SUPPORT
Maokai,BRONZE,2,"['Zilean', 'Rell', ""Vel'Koz"", 'Leona', 'Zyra']","['39', '40', '45', '46', '47']",SUPPORT
Kennen,BRONZE,3,"['Maokai', 'Malphite', 'Bard', 'Soraka', 'Heimerdinger']","['0', '0', '0', '13', '17']",SUPPORT
Fiddlesticks,BRONZE,2,"[""Vel'Koz"", 'Shaco', 'Heimerdinger', 'Leona', 'Swain']","['32', '33', '35', '37', '40']",SUPPORT
Janna,BRONZE,2,"['Zyra', 'Soraka', 'Nami', 'Bard', ""Vel'Koz""]","['43', '43', '44', '44', '44']",SUPPORT
Sona,BRONZE,2,"['Milio', 'Heimerdinger', 'Zyra', 'Bard', 'Maokai']","['42', '42', '44', '44', '45']",SUPPORT
Ivern,BRONZE,3,"['Rell', 'Soraka', 'Taric', 'Twitch', 'Thresh']","['10', '13', '17', '25', '27']",SUPPORT
LeBlanc,BRONZE,2,"['Janna', 'Amumu', 'Soraka', 'Swain', 'Leona']","['35', '35', '39', '39', '41']",SUPPORT
Leona,BRONZE,1,"['Taric', 'Shaco', 'Teemo', 'Zyra', 'Swain']","['45', '45', '45', '46', '46']",SUPPORT
Soraka,BRONZE,2,"['Tahm Kench', 'Zyra', 'Miss Fortune', 'Rell', ""Vel'Koz""]","['45', '45', '46', '46', '47']",SUPPORT
Zilean,BRONZE,2,"[""Vel'Koz"", 'Shaco', 'Malphite', 'Janna', 'Milio']","['37', '38', '44', '45', '45']",SUPPORT
Karthus,BRONZE,3,"['Sona', 'Karma', 'Nami', 'Morgana', 'Rakan']","['13', '25', '29', '30', '30']",SUPPORT
Annie,BRONZE,2,"['Veigar', 'Braum', ""Vel'Koz"", 'Rakan', 'Lulu']","['33', '33', '37', '43', '43']",SUPPORT
Syndra,BRONZE,3,"['Tahm Kench', 'Milio', 'Malphite', 'Heimerdinger', 'Zyra']","['27', '31', '32', '36', '36']",SUPPORT
Shen,BRONZE,2,"['Taric', ""Vel'Koz"", 'Renata Glasc', 'Bard', 'Janna']","['35', '36', '37', '37', '38']",SUPPORT
Velkoz,BRONZE,2,"['Sona', 'Xerath', 'Heimerdinger', 'Pyke', 'Rell']","['44', '46', '47', '47', '48']",SUPPORT
Zoe,BRONZE,3,"['Tahm Kench', 'Alistar', 'Zyra', 'Rell', 'Rakan']","['25', '32', '32', '33', '35']",SUPPORT
Alistar,BRONZE,2,"['Teemo', 'Bard', 'Amumu', 'Swain', 'Renata Glasc']","['43', '44', '44', '44', '45']",SUPPORT
Rumble,BRONZE,4,"['Milio', 'Neeko', 'Rakan', 'Swain', 'Rell']","['0', '13', '15', '20', '25']",SUPPORT
Neeko,BRONZE,2,"['Zilean', 'Xerath', 'Renata Glasc', ""Vel'Koz"", 'Sona']","['43', '44', '45', '45', '45']",SUPPORT
Bard,BRONZE,4,"['Renata Glasc', 'Shaco', 'Heimerdinger', 'Brand', 'Teemo']","['39', '40', '41', '41', '41']",SUPPORT
Thresh,BRONZE,2,"['Zyra', 'Tahm Kench', 'Taric', 'Xerath', 'Brand']","['42', '42', '43', '43', '44']",SUPPORT
Sion,BRONZE,2,"['Maokai', 'Neeko', 'Taric', 'Soraka', 'Janna']","['27', '30', '33', '35', '35']",SUPPORT
Camille,BRONZE,3,"['Teemo', 'Alistar', 'Renata Glasc', 'Galio', ""Vel'Koz""]","['17', '27', '29', '29', '33']",SUPPORT
Senna,BRONZE,2,"[""Vel'Koz"", 'Xerath', 'Zyra', 'Swain', 'Lux']","['41', '44', '44', '46', '46']",SUPPORT
Amumu,BRONZE,2,"['Janna', 'Maokai', 'Nami', 'Rakan', 'Braum']","['38', '40', '41', '42', '42']",SUPPORT
Morgana,BRONZE,1,"['Zyra', 'Zilean', 'Shaco', 'Xerath', 'Brand']","['47', '48', '48', '48', '48']",SUPPORT
Milio,BRONZE,2,"['Alistar', 'Maokai', 'Zyra', 'Braum', 'Tahm Kench']","['41', '43', '45', '45', '45']",SUPPORT
Rell,BRONZE,3,"['Heimerdinger', 'Swain', 'Nami', 'Renata Glasc', 'Shaco']","['40', '41', '42', '42', '43']",SUPPORT
Gragas,BRONZE,3,"['Renata Glasc', 'Morgana', 'Maokai', 'Nami', 'Karma']","['20', '24', '25', '26', '30']",SUPPORT
Singed,BRONZE,3,"['Maokai', 'Braum', 'Zyra', 'Neeko', 'Milio']","['13', '20', '23', '23', '25']",SUPPORT
Nautilus,BRONZE,2,"['Renata Glasc', 'Shaco', 'Alistar', 'Leona', 'Swain']","['43', '44', '44', '44', '44']",SUPPORT
Pyke,BRONZE,2,"['Zyra', 'Braum', 'Teemo', 'Morgana', 'Tahm Kench']","['42', '43', '43', '44', '44']",SUPPORT
Elise,BRONZE,2,"['Swain', 'Shaco', 'Alistar', 'Twitch', 'Malphite']","['0', '0', '0', '0', '0']",SUPPORT
LeeSin,BRONZE,4,"['Braum', 'Tahm Kench', ""Vel'Koz"", 'Heimerdinger', 'Swain']","['10', '11', '25', '30', '31']",SUPPORT
Pantheon,BRONZE,3,"['Xerath', 'Renata Glasc', 'Taric', 'Alistar', 'Maokai']","['39', '41', '41', '41', '41']",SUPPORT
JarvanIV,BRONZE,3,"['Zilean', 'Bard', 'Sylas', ""Vel'Koz"", 'Rakan']","['22', '29', '29', '37', '38']",SUPPORT
Sett,BRONZE,2,"['Tahm Kench', 'Miss Fortune', 'Janna', 'Rell', 'Heimerdinger']","['31', '38', '39', '40', '41']",SUPPORT
Orianna,BRONZE,3,"['Heimerdinger', 'Twitch', 'Ashe', 'Nami', 'Rakan']","['25', '27', '32', '32', '35']",SUPPORT
Nidalee,BRONZE,4,"['Rell', 'Alistar', 'Swain', 'Karma', 'Maokai']","['27', '27', '30', '36', '36']",SUPPORT
Cassiopeia,BRONZE,4,"['Sona', 'Ashe', 'Soraka', 'Rakan', 'Swain']","['0', '0', '20', '29', '29']",SUPPORT
Seraphine,BRONZE,2,"['Xerath', 'Karma', 'Milio', 'Maokai', 'Zyra']","['44', '46', '46', '46', '46']",SUPPORT
Nami,BRONZE,2,"['Milio', 'Leona', 'Maokai', 'Zyra', 'Taric']","['42', '43', '43', '44', '46']",SUPPORT
Ziggs,BRONZE,3,"['Tahm Kench', 'Heimerdinger', ""Vel'Koz"", 'Janna', 'Bard']","['37', '39', '39', '40', '42']",SUPPORT
Twitch,BRONZE,3,"['Teemo', 'Renata Glasc', 'Tahm Kench', 'Ziggs', 'Brand']","['34', '37', '38', '39', '41']",SUPPORT
Ahri,BRONZE,2,"[""Vel'Koz"", 'Amumu', 'Zilean', 'Karma', 'Maokai']","['18', '27', '33', '35', '36']",SUPPORT
Vex,BRONZE,2,"['Ziggs', 'Maokai', 'Zilean', 'Brand', 'Galio']","['20', '21', '22', '35', '36']",SUPPORT
Karma,BRONZE,3,"['Teemo', 'Alistar', 'Zyra', 'Shaco', 'Janna']","['40', '40', '42', '42', '42']",SUPPORT
TahmKench,BRONZE,2,"['Heimerdinger', 'Alistar', 'Rakan', 'Zyra', ""Vel'Koz""]","['32', '40', '41', '42', '43']",SUPPORT
Ornn,BRONZE,3,"['Shaco', 'Milio', 'Malphite', 'Leona', ""Vel'Koz""]","['0', '17', '22', '23', '27']",SUPPORT
Braum,BRONZE,2,"['Zilean', 'Maokai', 'Shaco', 'Xerath', 'Renata Glasc']","['40', '41', '41', '42', '42']",SUPPORT
Malphite,BRONZE,2,"['Shaco', 'Heimerdinger', 'Swain', 'Braum', 'Maokai']","['39', '42', '43', '43', '43']",SUPPORT
TwistedFate,BRONZE,3,"['Swain', 'Shen', 'Tahm Kench', 'Bard', 'Pantheon']","['0', '0', '25', '29', '30']",SUPPORT
Hwei,BRONZE,5,"['Teemo', 'Zyra', 'Milio', 'Veigar', 'Morgana']","['33', '35', '35', '35', '36']",SUPPORT
AurelionSol,BRONZE,4,"['Janna', 'Sona', 'Miss Fortune', ""Vel'Koz"", 'Bard']","['0', '0', '0', '18', '25']",SUPPORT
Lissandra,BRONZE,3,"['Miss Fortune', 'Maokai', ""Vel'Koz"", 'Heimerdinger', 'Janna']","['17', '20', '22', '25', '25']",SUPPORT
Ashe,BRONZE,3,"['Milio', 'Maokai', 'Tahm Kench', 'Zilean', 'Bard']","['39', '41', '42', '42', '42']",SUPPORT
Malzahar,BRONZE,2,"['Soraka', 'Maokai', 'Teemo', 'Bard', 'Alistar']","['29', '33', '33', '33', '36']",SUPPORT
Nunu,BRONZE,5,"['Janna', 'Malphite', 'Twitch', 'Rakan', 'Heimerdinger']","['0', '17', '20', '22', '22']",SUPPORT
Chogath,BRONZE,3,"['Swain', 'Tahm Kench', 'Taric', 'Senna', 'Shaco']","['32', '33', '35', '39', '39']",SUPPORT
Skarner,BRONZE,10,"['Heimerdinger', 'Thresh', ""Vel'Koz"", 'Vi', 'Miss Fortune']","['0', '0', '0', '0', '0']",SUPPORT
Lulu,BRONZE,3,"['Zyra', 'Teemo', 'Brand', 'Nami', 'Renata Glasc']","['39', '40', '41', '42', '42']",SUPPORT
Kogmaw,BRONZE,4,"['Renata Glasc', 'Neeko', 'Tahm Kench', 'Pantheon', 'Karma']","['0', '0', '0', '20', '20']",SUPPORT
Veigar,BRONZE,3,"['Maokai', 'Sona', 'Shaco', 'Renata Glasc', 'Braum']","['31', '38', '41', '41', '41']",SUPPORT
Anivia,BRONZE,4,"['Tahm Kench', 'Heimerdinger', 'Zilean', 'Milio', 'Brand']","['17', '25', '27', '29', '34']",SUPPORT
Azir,BRONZE,5,"['Nami', ""Vel'Koz"", 'Xerath', 'Swain', 'Maokai']","['0', '0', '8', '13', '14']",SUPPORT
DrMundo,BRONZE,3,"['Renata Glasc', 'Rell', 'Ashe', 'Shen', 'Soraka']","['14', '17', '20', '20', '22']",SUPPORT
Yuumi,BRONZE,3,"['Alistar', 'Taric', 'Braum', 'Renata Glasc', 'Xerath']","['37', '39', '41', '42', '42']",SUPPORT
Sejuani,BRONZE,3,"['Heimerdinger', 'Soraka', 'Renata Glasc', 'Swain', ""Vel'Koz""]","['0', '17', '17', '26', '29']",SUPPORT
MissFortune,BRONZE,3,"['Leona', 'Milio', 'Shaco', 'Zilean', 'Bard']","['36', '36', '36', '37', '37']",SUPPORT
Zac,IRON,3,"['Vayne', 'Gnar', 'Akshan', 'Dr. Mundo', 'Pantheon']","['0', '0', '0', '17', '25']",TOP
Karthus,IRON,2,"['Sion', 'Naafiri', 'Trundle', 'Nasus', 'Urgot']","['0', '0', '13', '18', '20']",TOP
Singed,IRON,2,"[""K'Sante"", 'Ornn', 'Irelia', 'Yorick', 'Fiora']","['27', '29', '31', '32', '33']",TOP
Graves,IRON,3,"['Tryndamere', 'Gangplank', 'Renekton', 'Singed', 'Swain']","['0', '0', '0', '0', '0']",TOP
Annie,IRON,3,"['Gangplank', 'Pantheon', 'Fiora', 'Gwen', 'Volibear']","['0', '0', '0', '0', '0']",TOP
Fiddlesticks,IRON,3,"['Rumble', 'Gangplank', 'Singed', 'Jayce', 'Dr. Mundo']","['0', '0', '0', '0', '0']",TOP
LeBlanc,IRON,2,"['Gangplank', 'Heimerdinger', 'Rengar', 'Yorick', 'Warwick']","['0', '0', '0', '0', '0']",TOP
Rengar,IRON,4,"['Kennen', 'Varus', 'Fiora', 'Gangplank', 'Riven']","['0', '0', '17', '20', '20']",TOP
Senna,IRON,3,"['Camille', 'Rumble', 'Gnar', 'Kled', 'Pantheon']","['0', '0', '0', '0', '17']",TOP
Reksai,IRON,5,"['Trundle', 'Sett', 'Garen', 'Sion', 'Gwen']","['0', '0', '0', '0', '0']",TOP
Jax,IRON,1,"['Singed', 'Yorick', 'Garen', 'Poppy', 'Tahm Kench']","['34', '35', '37', '37', '37']",TOP
Ornn,IRON,2,"['Kennen', 'Dr. Mundo', 'Tryndamere', 'Gwen', 'Illaoi']","['32', '32', '34', '37', '37']",TOP
Ahri,IRON,2,"['Rengar', 'Gragas', 'Fiora', 'Pantheon', 'Renekton']","['0', '0', '17', '17', '20']",TOP
Poppy,IRON,3,"['Gwen', 'Singed', 'Dr. Mundo', 'Olaf', 'Teemo']","['20', '22', '23', '24', '26']",TOP
Zed,IRON,3,"['Riven', 'Warwick', 'Gangplank', 'Varus', 'Malphite']","['0', '0', '0', '0', '11']",TOP
Heimerdinger,IRON,2,"['Riven', 'Kennen', 'Kayle', 'Akali', 'Fiora']","['30', '32', '34', '34', '37']",TOP
Shaco,IRON,2,"['Akali', 'Malphite', 'Pantheon', 'Lillia', 'Ornn']","['14', '20', '20', '25', '25']",TOP
Fiora,IRON,2,"['Kled', 'Malphite', 'Tryndamere', 'Nasus', 'Jayce']","['29', '34', '34', '36', '37']",TOP
Jayce,IRON,3,"['Pantheon', 'Illaoi', 'Rumble', 'Vayne', 'Urgot']","['23', '26', '30', '30', '31']",TOP
Nidalee,IRON,4,"['Garen', 'Akali', 'Mordekaiser', 'Fiora', ""Cho'Gath""]","['0', '0', '0', '0', '0']",TOP
Tryndamere,IRON,2,"['Singed', 'Jax', 'Kayle', 'Sion', 'Trundle']","['26', '34', '34', '35', '36']",TOP
Urgot,IRON,2,"['Fiora', 'Trundle', 'Mordekaiser', 'Camille', 'Rumble']","['35', '37', '38', '38', '38']",TOP
Olaf,IRON,2,"['Illaoi', 'Trundle', 'Kled', 'Heimerdinger', 'Darius']","['33', '33', '35', '37', '37']",TOP
Brand,IRON,2,"['Riven', 'Caitlyn', 'Kennen', 'Jayce', 'Irelia']","['0', '0', '0', '0', '0']",TOP
Illaoi,IRON,1,"['Singed', 'Teemo', 'Kennen', 'Mordekaiser', 'Gangplank']","['35', '39', '39', '39', '40']",TOP
Sylas,IRON,3,"['Riven', 'Ornn', 'Vayne', 'Mordekaiser', 'Fiora']","['14', '30', '30', '31', '32']",TOP
Neeko,IRON,4,"['Urgot', ""K'Sante"", 'Riven', 'Dr. Mundo', 'Gwen']","['0', '0', '0', '0', '0']",TOP
Kled,IRON,3,"['Ornn', 'Malphite', 'Sion', 'Yasuo', 'Shen']","['27', '28', '28', '33', '33']",TOP
Quinn,IRON,3,"['Kennen', 'Gnar', 'Dr. Mundo', 'Ornn', 'Yorick']","['22', '26', '28', '32', '33']",TOP
Camille,IRON,3,"['Kennen', 'Gwen', 'Quinn', 'Shen', 'Illaoi']","['26', '28', '29', '29', '30']",TOP
Cassiopeia,IRON,4,"['Rumble', 'Aatrox', 'Sion', 'Camille', 'Olaf']","['0', '0', '0', '0', '0']",TOP
TwistedFate,IRON,3,"['Renekton', 'Yasuo', 'Tryndamere', ""K'Sante"", 'Gwen']","['0', '0', '0', '0', '0']",TOP
Lissandra,IRON,2,"['Pantheon', 'Gangplank', 'Sylas', 'Galio', 'Urgot']","['0', '0', '0', '0', '0']",TOP
Varus,IRON,3,"['Camille', 'Gangplank', 'Gnar', 'Volibear', ""K'Sante""]","['14', '29', '29', '30', '30']",TOP
Ksante,IRON,4,"['Dr. Mundo', ""Cho'Gath"", 'Yorick', 'Renekton', 'Riven']","['24', '24', '25', '28', '28']",TOP
Corki,IRON,2,"['Yone', 'Garen', 'Olaf', 'Singed', 'Karthus']","['0', '0', '0', '0', '0']",TOP
Udyr,IRON,3,"['Shen', 'Kennen', 'Kled', 'Renekton', 'Jayce']","['0', '0', '0', '20', '20']",TOP
Kennen,IRON,3,"['Malphite', 'Pantheon', 'Ornn', 'Sion', 'Olaf']","['25', '25', '28', '28', '30']",TOP
Sion,IRON,2,"[""K'Sante"", 'Heimerdinger', 'Volibear', 'Mordekaiser', 'Illaoi']","['39', '41', '41', '42', '42']",TOP
Swain,IRON,3,"['Warwick', 'Singed', 'Kennen', 'Yasuo', 'Tahm Kench']","['0', '0', '0', '20', '22']",TOP
LeeSin,IRON,4,"['Tahm Kench', 'Malphite', 'Dr. Mundo', ""Cho'Gath"", 'Olaf']","['0', '0', '0', '0', '0']",TOP
Rammus,IRON,3,"['Gwen', 'Volibear', 'Sion', 'Tristana', 'Sona']","['0', '0', '0', '0', '0']",TOP
Gragas,IRON,4,"['Sion', 'Yasuo', 'Sylas', 'Gnar', 'Dr. Mundo']","['8', '13', '14', '20', '20']",TOP
Nasus,IRON,1,"['Sylas', 'Illaoi', 'Trundle', 'Mordekaiser', 'Tahm Kench']","['38', '40', '41', '42', '42']",TOP
Rumble,IRON,3,"['Yorick', 'Sion', 'Kennen', 'Irelia', 'Gangplank']","['30', '31', '33', '35', '35']",TOP
Kayle,IRON,2,"['Jayce', 'Varus', 'Ornn', 'Shen', 'Nasus']","['33', '34', '36', '37', '39']",TOP
Karma,IRON,4,"['Urgot', 'Tryndamere', 'Tahm Kench', 'Veigar', 'Renekton']","['0', '0', '0', '0', '0']",TOP
TahmKench,IRON,2,"['Quinn', 'Yorick', 'Volibear', 'Dr. Mundo', 'Singed']","['26', '32', '32', '33', '33']",TOP
Azir,IRON,5,"['Yorick', 'Gangplank', 'Camille', 'Pantheon', 'Singed']","['0', '0', '0', '0', '0']",TOP
Alistar,IRON,2,"['Renekton', 'Rumble', 'Sion', 'Shyvana', 'Fiora']","['0', '0', '0', '0', '0']",TOP
Maokai,IRON,3,"['Quinn', 'Jax', 'Yorick', 'Malphite', 'Gangplank']","['0', '20', '25', '25', '25']",TOP
Darius,IRON,2,"['Dr. Mundo', 'Yorick', 'Kayle', 'Trundle', 'Sett']","['32', '33', '34', '36', '36']",TOP
Aatrox,IRON,2,"['Singed', 'Yorick', 'Dr. Mundo', 'Ornn', 'Garen']","['26', '32', '33', '34', '35']",TOP
AurelionSol,IRON,4,"['Yone', 'Heimerdinger', 'Kayle', 'Riven', 'Morgana']","['0', '0', '0', '0', '0']",TOP
Renekton,IRON,3,"['Kled', 'Sion', 'Shen', 'Dr. Mundo', 'Illaoi']","['28', '28', '29', '31', '32']",TOP
Riven,IRON,3,"['Trundle', 'Poppy', 'Gangplank', 'Illaoi', ""K'Sante""]","['32', '32', '33', '34', '34']",TOP
Teemo,IRON,1,"['Sion', 'Irelia', 'Kennen', 'Tahm Kench', 'Malphite']","['39', '41', '41', '42', '42']",TOP
Ashe,IRON,4,"['Gwen', 'Tahm Kench', 'Irelia', 'Lillia', 'Gnar']","['10', '20', '20', '20', '20']",TOP
Kalista,IRON,4,"['Sylas', 'Lillia', 'Singed', 'Dr. Mundo', 'Akali']","['0', '0', '0', '14', '20']",TOP
Briar,IRON,3,"['Dr. Mundo', 'Jayce', ""Cho'Gath"", 'Sion', 'Olaf']","['0', '0', '13', '13', '22']",TOP
Veigar,IRON,3,"['Quinn', 'Gragas', 'Poppy', 'Nasus', 'Yorick']","['0', '0', '0', '15', '18']",TOP
Garen,IRON,1,"['Ornn', 'Kayle', 'Yorick', 'Quinn', 'Tahm Kench']","['38', '39', '40', '40', '40']",TOP
Shen,IRON,3,"['Gangplank', 'Singed', 'Malphite', 'Illaoi', 'Yorick']","['16', '26', '32', '32', '33']",TOP
Belveth,IRON,5,"['Nasus', 'Ornn', 'Tahm Kench', 'Kayle', 'Aatrox']","['0', '0', '0', '0', '0']",TOP
Akshan,IRON,4,"['Tryndamere', 'Varus', 'Mordekaiser', 'Rumble', 'Ornn']","['0', '0', '12', '17', '17']",TOP
Galio,IRON,4,"['Yorick', 'Urgot', ""Cho'Gath"", 'Gnar', 'Illaoi']","['0', '0', '0', '0', '17']",TOP
Trundle,IRON,1,"['Jayce', 'Heimerdinger', 'Rumble', 'Warwick', 'Shen']","['37', '39', '40', '41', '41']",TOP
Gnar,IRON,3,"['Kled', 'Jax', 'Nasus', 'Yorick', 'Vayne']","['21', '28', '30', '31', '32']",TOP
Gwen,IRON,3,"['Quinn', 'Urgot', 'Heimerdinger', 'Yorick', 'Volibear']","['33', '34', '34', '35', '35']",TOP
Malphite,IRON,1,"['Tahm Kench', 'Ornn', 'Singed', 'Dr. Mundo', 'Sion']","['31', '35', '36', '36', '37']",TOP
