champion_name,tier_rank,tier,counters_list,win_rate_list,role
Karthus,EMERALD,5,"['Milio', 'Neeko', 'Veigar', 'Pyke', 'Blitzcrank']","['0', '0', '0', '17', '23']",SUPPORT
Zoe,EMERALD,3,"['Braum', 'Sona', 'Sylas', 'Bard', 'Renata Glasc']","['34', '35', '38', '38', '38']",SUPPORT
Swain,EMERALD,3,"['Neeko', 'Zilean', 'Janna', 'Twitch', 'Yuumi']","['43', '44', '45', '47', '47']",SUPPORT
LeBlanc,EMERALD,3,"['Sona', 'Shaco', 'Janna', 'Rakan', 'Senna']","['37', '39', '41', '44', '45']",SUPPORT
Galio,EMERALD,3,"['Rell', 'Ashe', 'Sona', 'Leona', 'Janna']","['38', '41', '43', '43', '44']",SUPPORT
Seraphine,EMERALD,3,"['Zilean', 'Maokai', 'Milio', 'Brand', 'Bard']","['44', '44', '46', '46', '46']",SUPPORT
Velkoz,EMERALD,2,"['Sona', 'Shaco', 'Bard', 'Taric', 'Pyke']","['43', '44', '46', '47', '47']",SUPPORT
Morgana,EMERALD,1,"['Janna', 'Milio', 'Ashe', 'Nami', 'Soraka']","['48', '49', '49', '50', '50']",SUPPORT
Teemo,EMERALD,3,"['Shaco', 'Seraphine', 'Nautilus', 'Janna', 'Braum']","['32', '42', '44', '45', '45']",SUPPORT
TahmKench,EMERALD,3,"['Braum', 'Janna', 'Sona', 'Zyra', ""Vel'Koz""]","['38', '41', '42', '45', '45']",SUPPORT
Twitch,EMERALD,3,"['Sylas', 'Braum', 'Rakan', 'Milio', 'Neeko']","['40', '42', '45', '45', '45']",SUPPORT
Gragas,EMERALD,4,"['Karma', 'LeBlanc', 'Bard', 'Soraka', 'Zilean']","['31', '33', '36', '37', '37']",SUPPORT
Nidalee,EMERALD,4,"[""Vel'Koz"", 'Xerath', 'Swain', 'Karma', 'Yuumi']","['17', '31', '33', '35', '35']",SUPPORT
Amumu,EMERALD,3,"['Heimerdinger', 'Maokai', 'Renata Glasc', 'Bard', 'Taric']","['29', '31', '42', '44', '44']",SUPPORT
Braum,EMERALD,2,"['Janna', 'Senna', 'Morgana', 'Bard', 'Brand']","['46', '47', '48', '48', '49']",SUPPORT
Kennen,EMERALD,3,"['Swain', 'Sona', 'Bard', 'Teemo', 'Yuumi']","['0', '13', '17', '25', '38']",SUPPORT
Rumble,EMERALD,4,"['Yuumi', 'Morgana', 'Bard', 'LeBlanc', 'Sylas']","['19', '20', '23', '25', '29']",SUPPORT
Syndra,EMERALD,3,"[""Vel'Koz"", 'Twitch', 'Bard', 'Karma', 'Rell']","['30', '33', '34', '35', '37']",SUPPORT
Lissandra,EMERALD,3,"['Shaco', 'Bard', 'Milio', 'Pantheon', 'Taric']","['31', '33', '39', '41', '42']",SUPPORT
Karma,EMERALD,2,"['Sona', 'Maokai', 'Shaco', 'Zyra', 'Pyke']","['45', '45', '46', '46', '46']",SUPPORT
Pantheon,EMERALD,3,"['Taric', 'Sona', 'Braum', 'Zilean', 'Swain']","['40', '41', '42', '43', '43']",SUPPORT
JarvanIV,EMERALD,4,"['Yuumi', 'Braum', 'Sona', 'Zilean', 'Pyke']","['27', '30', '33', '36', '36']",SUPPORT
Belveth,EMERALD,4,"['Taric', 'Sona', 'Bard', 'Renata Glasc', 'Morgana']","['14', '14', '18', '25', '25']",SUPPORT
Kogmaw,EMERALD,3,"['Tahm Kench', 'Zac', 'Fizz', 'Alistar', 'Brand']","['0', '0', '0', '17', '20']",SUPPORT
Camille,EMERALD,4,"['Maokai', 'Taric', 'Braum', 'Blitzcrank', 'Janna']","['10', '18', '27', '38', '39']",SUPPORT
Lulu,EMERALD,2,"['Janna', 'Zyra', 'Sona', 'Bard', 'Blitzcrank']","['45', '46', '47', '48', '48']",SUPPORT
Ashe,EMERALD,2,"['Sylas', 'Yuumi', 'Milio', 'Zilean', 'Pyke']","['41', '45', '46', '46', '46']",SUPPORT
Anivia,EMERALD,3,"['Neeko', 'Ashe', 'Sylas', 'Brand', 'Janna']","['35', '35', '39', '39', '40']",SUPPORT
Shen,EMERALD,3,"['Taric', 'Ashe', 'Alistar', 'Nami', 'Janna']","['32', '41', '41', '42', '42']",SUPPORT
Vex,EMERALD,3,"['Bard', ""Vel'Koz"", 'Soraka', 'Seraphine', 'Pantheon']","['19', '30', '35', '35', '36']",SUPPORT
Hwei,EMERALD,5,"['Zyra', 'Sona', 'Janna', ""Vel'Koz"", 'Pyke']","['33', '34', '34', '34', '35']",SUPPORT
Ziggs,EMERALD,4,"['Nami', ""Vel'Koz"", 'Twitch', 'Heimerdinger', 'Braum']","['33', '35', '36', '37', '40']",SUPPORT
Singed,EMERALD,4,"['LeBlanc', 'Taric', 'Braum', 'Lulu', 'Neeko']","['0', '0', '17', '25', '25']",SUPPORT
Yuumi,EMERALD,3,"['Rell', 'Taric', 'Rakan', 'Nautilus', 'Thresh']","['43', '44', '44', '45', '46']",SUPPORT
Nunu,EMERALD,5,"['Sona', 'Zilean', 'Zac', 'Blitzcrank', 'Lulu']","['13', '20', '20', '21', '23']",SUPPORT
Sion,EMERALD,4,"['Braum', 'Maokai', 'Blitzcrank', 'Nami', 'Fiddlesticks']","['18', '36', '37', '38', '38']",SUPPORT
Sett,EMERALD,4,"['Swain', 'Zilean', 'Pyke', 'Rakan', 'Karma']","['33', '36', '38', '40', '42']",SUPPORT
Chogath,EMERALD,4,"['Heimerdinger', 'Zilean', 'Sona', 'Xerath', 'Nami']","['17', '27', '27', '33', '35']",SUPPORT
Malphite,EMERALD,4,"['Neeko', 'Brand', 'Sona', 'Swain', 'Zyra']","['29', '37', '39', '39', '40']",SUPPORT
Veigar,EMERALD,4,"['Zyra', 'Twitch', 'Alistar', 'Leona', 'Karma']","['34', '35', '37', '40', '40']",SUPPORT
MissFortune,EMERALD,5,"['Taric', 'Maokai', 'Soraka', 'Rell', 'Sona']","['27', '33', '36', '37', '38']",SUPPORT
Jax,PLATINUM,1,"['Singed', 'Garen', 'Illaoi', 'Dr. Mundo', 'Quinn']","['44', '44', '45', '45', '46']",TOP
Vayne,PLATINUM,2,"['Malphite', 'Irelia', 'Nasus', 'Teemo', 'Jayce']","['38', '42', '43', '43', '47']",TOP
Singed,PLATINUM,2,"['Vayne', 'Quinn', 'Dr. Mundo', 'Varus', 'Kayle']","['39', '42', '42', '43', '44']",TOP
Fiora,PLATINUM,1,"['Warwick', 'Malphite', 'Riven', 'Trundle', 'Nasus']","['44', '46', '47', '48', '48']",TOP
Poppy,PLATINUM,3,"['Shen', 'Pantheon', ""Cho'Gath"", 'Garen', 'Nasus']","['40', '43', '45', '45', '46']",TOP
Cassiopeia,PLATINUM,3,"['Ornn', 'Tryndamere', 'Ahri', 'Gangplank', 'Kayle']","['25', '29', '30', '36', '38']",TOP
Illaoi,PLATINUM,1,"['Kayle', 'Varus', 'Gwen', 'Mordekaiser', 'Trundle']","['45', '45', '46', '46', '47']",TOP
Ornn,PLATINUM,2,"['Trundle', 'Singed', 'Fiora', 'Kayle', 'Garen']","['45', '45', '46', '47', '48']",TOP
Akshan,PLATINUM,2,"['Mordekaiser', ""K'Sante"", 'Singed', 'Ornn', 'Nasus']","['38', '39', '39', '39', '43']",TOP
Olaf,PLATINUM,2,"['Kled', 'Vayne', 'Trundle', 'Shen', 'Tahm Kench']","['45', '45', '46', '47', '47']",TOP
Zac,PLATINUM,3,"['Olaf', 'Singed', 'Mordekaiser', ""K'Sante"", 'Volibear']","['38', '38', '39', '39', '39']",TOP
Camille,PLATINUM,2,"['Pantheon', 'Warwick', ""Cho'Gath"", 'Shen', 'Kayle']","['44', '46', '46', '46', '47']",TOP
Quinn,PLATINUM,2,"['Tahm Kench', ""Cho'Gath"", 'Teemo', 'Dr. Mundo', 'Malphite']","['40', '43', '44', '45', '45']",TOP
Nasus,PLATINUM,1,"['Tahm Kench', 'Ornn', 'Camille', 'Kled', 'Darius']","['47', '48', '49', '49', '49']",TOP
Tryndamere,PLATINUM,2,"['Malphite', 'Warwick', 'Ornn', 'Vayne', 'Jax']","['41', '42', '44', '45', '45']",TOP
Riven,PLATINUM,2,"['Varus', 'Malphite', 'Urgot', 'Renekton', 'Garen']","['44', '45', '46', '46', '46']",TOP
Sylas,PLATINUM,3,"['Pantheon', 'Urgot', 'Dr. Mundo', ""K'Sante"", 'Olaf']","['38', '40', '40', '43', '43']",TOP
Garen,PLATINUM,1,"['Kayle', 'Camille', 'Shen']","['45', '48', '49']",TOP
Darius,PLATINUM,1,"['Varus', 'Quinn', 'Vayne', 'Dr. Mundo', 'Tahm Kench']","['45', '46', '47', '47', '47']",TOP
Galio,PLATINUM,4,"['Ryze', 'Hwei', 'Poppy', 'Gwen', 'Gnar']","['17', '25', '25', '27', '27']",TOP
Kayle,PLATINUM,2,"['Sylas', 'Varus', 'Vayne', 'Quinn', 'Malphite']","['40', '44', '45', '46', '47']",TOP
Malphite,PLATINUM,1,"['Sylas', 'Mordekaiser', 'Sion', ""Cho'Gath"", 'Ornn']","['43', '44', '44', '45', '45']",TOP
Kled,PLATINUM,3,"['Poppy', 'Vayne', 'Singed', 'Quinn', 'Fiora']","['41', '43', '44', '45', '45']",TOP
Zed,PLATINUM,2,"['Singed', 'Fiora', 'Olaf', 'Pantheon', 'Tahm Kench']","['25', '33', '33', '36', '37']",TOP
TahmKench,PLATINUM,2,"['Shen', 'Singed', 'Varus', 'Camille', 'Poppy']","['41', '42', '46', '46', '46']",TOP
Urgot,PLATINUM,2,"['Dr. Mundo', 'Kayle', 'Ornn', 'Vayne', 'Gwen']","['43', '46', '47', '48', '48']",TOP
Rengar,PLATINUM,3,"['Volibear', 'Rumble', 'Trundle', 'Gwen', 'Darius']","['39', '40', '42', '42', '44']",TOP
Swain,PLATINUM,3,"['Singed', 'Quinn', 'Yasuo', 'Akali', 'Yorick']","['33', '35', '38', '39', '40']",TOP
Heimerdinger,PLATINUM,3,"['Olaf', 'Irelia', 'Vayne', 'Jayce', 'Poppy']","['36', '40', '43', '43', '43']",TOP
Maokai,PLATINUM,3,"['Urgot', 'Varus', 'Shen', 'Gwen', 'Trundle']","['26', '39', '40', '42', '42']",TOP
Warwick,PLATINUM,3,"['Singed', 'Garen', 'Gragas', 'Poppy', 'Varus']","['40', '41', '42', '44', '44']",TOP
Trundle,PLATINUM,1,"['Quinn', 'Gnar', 'Malphite', 'Poppy', 'Vayne']","['47', '47', '48', '48', '48']",TOP
Teemo,PLATINUM,2,"['Olaf', 'Kled', 'Vladimir', 'Ornn', 'Nasus']","['46', '46', '46', '46', '46']",TOP
Viktor,PLATINUM,3,"['Kayle', 'Malphite', 'Sett', 'Darius', 'Rumble']","['27', '31', '33', '36', '36']",TOP
Neeko,PLATINUM,3,"['Irelia', 'Urgot', 'Rumble', ""K'Sante"", 'Varus']","['28', '30', '30', '31', '33']",TOP
DrMundo,PLATINUM,2,"['Warwick', 'Kled', 'Vayne', 'Nasus', 'Shen']","['42', '43', '43', '45', '46']",TOP
Naafiri,PLATINUM,3,"['Renekton', 'Olaf', 'Tahm Kench', 'Malphite', 'Sion']","['25', '33', '36', '37', '38']",TOP
Mordekaiser,PLATINUM,1,"['Kayle', 'Kennen', 'Olaf', 'Vayne', 'Akali']","['42', '45', '46', '46', '47']",TOP
Fiddlesticks,PLATINUM,3,"['Gangplank', 'Yasuo', 'Yorick', 'Sylas', 'Warwick']","['25', '25', '29', '29', '29']",TOP
Aatrox,PLATINUM,1,"['Ornn', 'Singed', 'Warwick', 'Vayne', 'Irelia']","['45', '46', '46', '47', '47']",TOP
Sett,PLATINUM,2,"['Poppy', 'Singed', 'Kled', 'Trundle', 'Vayne']","['40', '41', '45', '46', '47']",TOP
Udyr,PLATINUM,3,"['Kled', 'Warwick', 'Irelia', 'Illaoi', 'Gnar']","['26', '36', '39', '40', '40']",TOP
AurelionSol,PLATINUM,3,"['Kennen', 'Riven', 'Varus', 'Irelia', 'Camille']","['17', '19', '20', '25', '29']",TOP
Chogath,PLATINUM,3,"['Kled', 'Trundle', 'Varus', 'Fiora', 'Gwen']","['44', '44', '45', '45', '45']",TOP
Vladimir,PLATINUM,3,"['Tahm Kench', ""K'Sante"", 'Varus', 'Quinn', 'Gwen']","['39', '40', '41', '41', '43']",TOP
Jayce,PLATINUM,2,"['Poppy', 'Malphite', 'Urgot', 'Irelia', 'Nasus']","['41', '43', '43', '43', '43']",TOP
Nidalee,PLATINUM,4,"['Shen', 'Urgot', 'Akali', 'Singed', 'Poppy']","['0', '10', '14', '17', '25']",TOP
Lillia,PLATINUM,3,"['Kled', 'Gnar', 'Rumble', 'Sett', 'Fiora']","['37', '38', '38', '39', '41']",TOP
Shen,PLATINUM,3,"['Vayne', 'Singed', 'Ornn', 'Tryndamere', 'Kayle']","['40', '42', '43', '44', '44']",TOP
Azir,PLATINUM,4,"['Cassiopeia', 'Veigar', 'Yasuo', 'Sylas', 'Shen']","['13', '20', '27', '27', '29']",TOP
Varus,PLATINUM,3,"['Nasus', 'Irelia', 'Malphite', 'Sion', 'Gnar']","['41', '41', '42', '42', '43']",TOP
Pantheon,PLATINUM,3,"['Malphite', 'Urgot', 'Yorick', 'Shen', 'Mordekaiser']","['43', '44', '44', '44', '45']",TOP
Qiyana,PLATINUM,4,"['Zed', 'Yorick', 'Sylas', 'Yasuo', 'Heimerdinger']","['0', '0', '17', '25', '25']",TOP
Ksante,PLATINUM,3,"['Vayne', 'Singed', 'Gnar', 'Fiora', 'Nasus']","['41', '42', '42', '42', '42']",TOP
Irelia,PLATINUM,2,"['Tryndamere', 'Trundle', 'Warwick', 'Volibear', 'Jax']","['40', '42', '42', '43', '43']",TOP
Volibear,PLATINUM,2,"['Vayne', 'Kennen', 'Singed', 'Teemo', 'Jax']","['41', '44', '45', '45', '45']",TOP
Rammus,PLATINUM,2,"['Rengar', 'Sylas', 'Kayle', 'Rumble', 'Darius']","['25', '25', '30', '30', '33']",TOP
Renekton,PLATINUM,2,"['Illaoi', 'Singed', 'Ornn', 'Urgot', 'Kled']","['42', '42', '43', '43', '44']",TOP
Gwen,PLATINUM,3,"['Riven', 'Kayle', 'Irelia', 'Singed', 'Kennen']","['42', '42', '43', '43', '45']",TOP
Kennen,PLATINUM,3,"['Ornn', 'Quinn', 'Olaf', 'Nasus', 'Kled']","['36', '38', '39', '40', '41']",TOP
Briar,PLATINUM,2,"['Volibear', 'Illaoi', 'Dr. Mundo', 'Olaf', 'Singed']","['31', '34', '35', '38', '40']",TOP
Gnar,PLATINUM,3,"['Sylas', 'Kled', 'Malphite', 'Kayle', ""Cho'Gath""]","['36', '43', '43', '44', '45']",TOP
Karthus,PLATINUM,4,"['Olaf', 'Vayne', 'Quinn', 'Yorick', 'Ornn']","['0', '0', '22', '27', '27']",TOP
LeBlanc,PLATINUM,4,"['Kled', 'Poppy', 'Dr. Mundo', 'Malzahar', 'Gangplank']","['0', '0', '0', '14', '17']",TOP
Akali,PLATINUM,2,"['Varus', 'Singed', 'Ornn', 'Kled', 'Nasus']","['44', '44', '44', '45', '45']",TOP
Gragas,PLATINUM,4,"['Dr. Mundo', 'Singed', ""Cho'Gath"", 'Kled', 'Urgot']","['30', '32', '38', '38', '40']",TOP
Kayn,PLATINUM,3,"['Pantheon', 'Tahm Kench', 'Singed', 'Kled', 'Tryndamere']","['18', '23', '36', '36', '37']",TOP
Rumble,PLATINUM,3,"['Poppy', 'Kled', 'Ornn', 'Olaf', 'Sylas']","['35', '38', '40', '40', '41']",TOP
Reksai,PLATINUM,4,"['Ornn', 'Renekton', 'Akali', 'Varus', 'Gwen']","['0', '0', '0', '0', '0']",TOP
Kalista,PLATINUM,4,"['Lucian', 'Tahm Kench', 'Malphite', 'Camille', 'Jax']","['25', '27', '29', '32', '35']",TOP
Yone,PLATINUM,1,"['Malphite', 'Illaoi', 'Olaf', 'Garen', 'Irelia']","['45', '46', '46', '46', '46']",TOP
Yasuo,PLATINUM,3,"['Olaf', 'Nasus', 'Malphite', 'Gangplank', 'Garen']","['33', '40', '42', '43', '43']",TOP
Graves,PLATINUM,4,"['Kled', 'Poppy', 'Irelia', 'Nasus', 'Kayle']","['29', '30', '31', '33', '34']",TOP
Lissandra,PLATINUM,4,"['Fiora', 'Shen', 'Tryndamere', 'Heimerdinger', 'Vladimir']","['8', '20', '22', '25', '25']",TOP
Anivia,PLATINUM,4,"['Fiora', 'Kayle', 'Tryndamere', 'Heimerdinger', 'Tahm Kench']","['0', '17', '25', '25', '29']",TOP
Kassadin,PLATINUM,3,"['Tahm Kench', 'Shen', 'Ryze', 'Urgot', 'Udyr']","['0', '0', '0', '0', '0']",TOP
Ahri,PLATINUM,4,"['Ryze', 'Gragas', 'Shen', 'Varus', 'Dr. Mundo']","['11', '13', '17', '20', '25']",TOP
Sion,PLATINUM,2,"['Kled', 'Gwen', 'Tahm Kench', 'Singed', 'Shen']","['42', '43', '44', '45', '45']",TOP
Shaco,PLATINUM,3,"['Kled', ""Cho'Gath"", 'Illaoi', 'Kennen', 'Camille']","['16', '31', '31', '37', '40']",TOP
Malzahar,PLATINUM,3,"['Dr. Mundo', 'Irelia', 'Riven', 'Kled', 'Gangplank']","['25', '29', '33', '37', '38']",TOP
Ryze,PLATINUM,3,"['Irelia', ""Cho'Gath"", 'Nasus', 'Ornn', 'Tryndamere']","['28', '35', '36', '36', '38']",TOP
Gangplank,PLATINUM,3,"[""Cho'Gath"", 'Ornn', 'Kled', 'Varus', 'Trundle']","['43', '44', '44', '45', '45']",TOP
Ivern,PLATINUM,5,"['Malphite', 'Pantheon', 'Yorick', 'Heimerdinger', 'Olaf']","['0', '0', '0', '0', '0']",TOP
Karma,PLATINUM,4,"['Singed', 'Shen', 'Akali', 'Yorick', 'Darius']","['27', '30', '32', '33', '37']",TOP
Shyvana,PLATINUM,3,"['Kennen', 'Kled', ""K'Sante"", 'Urgot', 'Darius']","['35', '40', '40', '41', '42']",TOP
Veigar,PLATINUM,3,"['Kled', 'Irelia', 'Ahri', 'Fizz', 'Volibear']","['20', '23', '25', '27', '28']",TOP
Yorick,PLATINUM,2,"['Warwick', 'Trundle', 'Urgot', 'Kayle', 'Tryndamere']","['43', '44', '44', '45', '46']",TOP
MasterYi,PLATINUM,4,"['Ornn', 'Camille', 'Gnar', 'Shen', ""K'Sante""]","['18', '28', '30', '31', '33']",TOP
Hwei,PLATINUM,5,"['Dr. Mundo', 'Ornn', 'Vayne', 'Tryndamere', 'Kled']","['20', '20', '23', '27', '27']",TOP
XinZhao,PLATINUM,4,"['Shen', 'Renekton', 'Volibear', 'Ornn', 'Yorick']","['11', '30', '33', '33', '33']",TOP
Corki,PLATINUM,5,"['Sion', 'Illaoi', ""K'Sante"", 'Mordekaiser', 'Gnar']","['0', '0', '0', '0', '0']",TOP
Sejuani,PLATINUM,5,"['Quinn', 'Kayle', 'Volibear', 'Warwick', 'Sett']","['25', '27', '29', '29', '32']",TOP
Skarner,PLATINUM,5,"['Akali', 'Kled', 'Rengar', 'Kayle', 'Nasus']","['0', '17', '20', '20', '22']",TOP
Jax,PLATINUM,2,"['Elise', 'Maokai', 'Fiddlesticks', 'Zac', 'Nocturne']","['42', '43', '45', '45', '45']",JUNGLE
Briar,PLATINUM,1,"['Rammus', 'Trundle', ""Bel'Veth"", 'Graves', 'Maokai']","['46', '48', '48', '48', '49']",JUNGLE
MasterYi,PLATINUM,1,"['Rammus', 'Ivern', 'Fiddlesticks', 'Elise', 'Briar']","['45', '46', '47', '48', '48']",JUNGLE
Kayn,PLATINUM,1,"['Briar', 'Maokai', 'Nocturne', 'Fiddlesticks', 'Master Yi']","['47', '48', '48', '48', '48']",JUNGLE
Ivern,PLATINUM,3,"['Brand', 'Shaco', 'Viego', 'Shyvana', 'Lillia']","['42', '43', '45', '46', '46']",JUNGLE
Nocturne,PLATINUM,1,"['Ivern', 'Taliyah', 'Evelynn']","['47', '48', '50']",JUNGLE
Belveth,PLATINUM,3,"['Taliyah', 'Gragas', 'Vi', 'Xin Zhao', 'Amumu']","['43', '46', '46', '46', '47']",JUNGLE
Ekko,PLATINUM,2,"['Taliyah', 'Maokai', ""Bel'Veth"", ""Kha'Zix"", 'Talon']","['45', '45', '47', '48', '48']",JUNGLE
Graves,PLATINUM,1,"['Fiddlesticks', ""Kha'Zix"", 'Jax', 'Ivern', 'Lillia']","['47', '47', '47', '48', '48']",JUNGLE
Karthus,PLATINUM,3,"['Ekko', 'Rammus', 'Rengar', 'Gragas', 'Xin Zhao']","['44', '45', '45', '45', '45']",JUNGLE
Zac,PLATINUM,2,"['Ivern', 'Rammus', 'Taliyah', 'Fiddlesticks', 'Talon']","['45', '46', '46', '47', '47']",JUNGLE
Evelynn,PLATINUM,2,"['Talon', 'Jax', ""Kha'Zix"", 'Rammus', 'Briar']","['44', '47', '48', '48', '49']",JUNGLE
Brand,PLATINUM,2,"['Rengar', ""Kha'Zix"", 'Fiddlesticks', 'Maokai', 'Evelynn']","['46', '47', '47', '48', '48']",JUNGLE
Poppy,PLATINUM,3,"['Trundle', 'Shyvana', 'Brand', 'Karthus', 'Fiddlesticks']","['45', '45', '45', '45', '45']",JUNGLE
Shaco,PLATINUM,1,"['Shyvana', 'Rengar', 'Graves', ""Bel'Veth"", 'Nunu & Willump']","['46', '48', '48', '48', '48']",JUNGLE
Taliyah,PLATINUM,3,"['Talon', 'Rammus', 'Fiddlesticks', 'Evelynn', 'Elise']","['42', '43', '45', '46', '46']",JUNGLE
Khazix,PLATINUM,2,"['Maokai', 'Zac', 'Nocturne', 'Briar', 'Fiddlesticks']","['47', '47', '47', '48', '48']",JUNGLE
Fiddlesticks,PLATINUM,2,"['Trundle', 'Briar', 'Ekko', 'Kindred', 'Vi']","['43', '47', '48', '49', '49']",JUNGLE
Rammus,PLATINUM,2,"['Brand', 'Udyr', 'Amumu', 'Lillia', 'Fiddlesticks']","['45', '45', '46', '47', '49']",JUNGLE
Warwick,PLATINUM,2,"['Nocturne', 'Zac', 'Rammus', 'Fiddlesticks', 'Udyr']","['47', '47', '48', '48', '48']",JUNGLE
Taric,PLATINUM,3,"['Gwen', ""Kha'Zix"", 'Wukong', 'Shyvana', 'Talon']","['0', '24', '25', '29', '33']",JUNGLE
Talon,PLATINUM,3,"['Elise', 'Vi', 'Rammus', 'Graves', 'Ekko']","['40', '41', '41', '45', '45']",JUNGLE
Lillia,PLATINUM,2,"[""Bel'Veth"", 'Kindred', 'Elise', 'Talon', 'Briar']","['43', '44', '46', '46', '47']",JUNGLE
Maokai,PLATINUM,3,"['Fiddlesticks', 'Shyvana', 'Shaco', 'Xin Zhao', 'Wukong']","['46', '46', '47', '47', '47']",JUNGLE
Trundle,PLATINUM,2,"['Shyvana', 'Ekko', 'Karthus', 'Jarvan IV', 'Brand']","['46', '47', '47', '48', '48']",JUNGLE
Udyr,PLATINUM,3,"['Ekko', 'Fiddlesticks', 'Kindred', 'Evelynn', 'Nunu & Willump']","['45', '45', '46', '46', '46']",JUNGLE
Kindred,PLATINUM,3,"['Taliyah', 'Rammus', 'Ivern', ""Kha'Zix"", 'Nocturne']","['43', '43', '44', '45', '45']",JUNGLE
Skarner,PLATINUM,3,"['Elise', 'Amumu', 'Wukong', 'Trundle', 'Brand']","['33', '38', '38', '40', '41']",JUNGLE
Diana,PLATINUM,2,"['Briar', 'Trundle', 'Ivern', 'Gragas', 'Vi']","['46', '47', '47', '47', '47']",JUNGLE
Hecarim,PLATINUM,3,"['Zac', ""Kha'Zix"", 'Nocturne', 'Sylas', 'Maokai']","['45', '45', '45', '46', '47']",JUNGLE
Rumble,PLATINUM,3,"['Diana', ""Bel'Veth"", 'Karthus', 'Brand', 'Zac']","['37', '40', '42', '43', '43']",JUNGLE
Vi,PLATINUM,2,"['Viego', 'Zac', 'Maokai', 'Taliyah', 'Ekko']","['47', '47', '47', '48', '48']",JUNGLE
Viego,PLATINUM,2,"['Rammus', 'Zac', 'Fiddlesticks', 'Poppy', 'Ivern']","['44', '45', '45', '46', '47']",JUNGLE
Amumu,PLATINUM,2,"['Brand', 'Talon', 'Maokai', 'Nocturne', 'Trundle']","['42', '44', '47', '48', '49']",JUNGLE
Rengar,PLATINUM,3,"['Rammus', 'Briar', 'Zac', 'Nocturne', 'Gragas']","['42', '42', '45', '45', '46']",JUNGLE
Darius,PLATINUM,3,"['Zac', 'Xin Zhao', 'Wukong', ""Kha'Zix"", 'Shyvana']","['32', '33', '36', '40', '40']",JUNGLE
LeeSin,PLATINUM,1,"['Rammus', 'Brand', 'Nocturne', 'Fiddlesticks', 'Ivern']","['45', '45', '46', '46', '46']",JUNGLE
Reksai,PLATINUM,3,"['Rammus', 'Talon', 'Brand', 'Shaco', 'Wukong']","['39', '40', '42', '42', '42']",JUNGLE
Pantheon,PLATINUM,3,"['Ivern', 'Maokai', 'Shyvana', 'Udyr', 'Talon']","['33', '38', '38', '41', '43']",JUNGLE
Gwen,PLATINUM,3,"['Elise', 'Zac', 'Fiddlesticks', 'Xin Zhao', 'Poppy']","['33', '37', '41', '42', '43']",JUNGLE
Singed,PLATINUM,3,"['Sejuani', 'Taliyah', 'Shaco', 'Nocturne', 'Briar']","['38', '38', '39', '39', '39']",JUNGLE
JarvanIV,PLATINUM,2,"['Elise', 'Rammus', 'Taliyah', 'Nocturne', 'Master Yi']","['46', '46', '46', '47', '47']",JUNGLE
Nunu,PLATINUM,3,"['Karthus', 'Briar', 'Brand', 'Udyr', 'Ekko']","['44', '46', '47', '47', '47']",JUNGLE
Teemo,PLATINUM,3,"['Taliyah', 'Rammus', 'Maokai', 'Sejuani', 'Nocturne']","['42', '42', '42', '43', '43']",JUNGLE
Rell,PLATINUM,4,"['Nidalee', 'Zac', 'Shyvana', 'Evelynn', 'Amumu']","['31', '33', '39', '41', '42']",JUNGLE
Shyvana,PLATINUM,3,"['Talon', 'Elise', 'Briar', 'Rengar', 'Evelynn']","['42', '46', '47', '48', '48']",JUNGLE
Sylas,PLATINUM,2,"['Kindred', 'Ivern', 'Brand', 'Elise', 'Maokai']","['41', '41', '42', '44', '44']",JUNGLE
Mordekaiser,PLATINUM,3,"['Nunu & Willump', 'Volibear', 'Karthus', 'Poppy', ""Bel'Veth""]","['28', '32', '33', '35', '35']",JUNGLE
Elise,PLATINUM,3,"['Warwick', 'Maokai', 'Kindred', 'Udyr', 'Fiddlesticks']","['41', '42', '42', '42', '42']",JUNGLE
XinZhao,PLATINUM,3,"['Jax', 'Ivern', 'Briar', 'Talon', 'Fiddlesticks']","['42', '42', '43', '44', '45']",JUNGLE
Gragas,PLATINUM,3,"['Fiddlesticks', 'Trundle', 'Brand', 'Evelynn', 'Elise']","['41', '42', '44', '45', '45']",JUNGLE
Sion,PLATINUM,3,"['Amumu', 'Udyr', 'Trundle', 'Sylas', ""Kha'Zix""]","['30', '33', '37', '37', '37']",JUNGLE
Volibear,PLATINUM,3,"['Ivern', 'Lillia', 'Maokai', 'Brand', 'Jarvan IV']","['32', '40', '41', '42', '44']",JUNGLE
Nidalee,PLATINUM,4,"['Rammus', 'Briar', 'Maokai', 'Fiddlesticks', 'Amumu']","['38', '39', '42', '43', '43']",JUNGLE
Morgana,PLATINUM,2,"['Taliyah', 'Elise', 'Sejuani', 'Udyr', 'Nocturne']","['39', '39', '40', '41', '42']",JUNGLE
Zed,PLATINUM,3,"['Rammus', 'Trundle', 'Xin Zhao', ""Bel'Veth"", 'Rengar']","['37', '37', '39', '40', '41']",JUNGLE
Olaf,PLATINUM,4,"['Morgana', 'Elise', 'Viego', 'Wukong', 'Xin Zhao']","['22', '25', '26', '32', '36']",JUNGLE
Neeko,PLATINUM,4,"['Amumu', 'Talon', 'Zac', 'Rengar', 'Udyr']","['11', '15', '27', '27', '29']",JUNGLE
