rank,champion_name,tier,lane,win_rate,pick_rate,ban_rate,pbi,games_played,tier_rank
9,Singed,S-,middle,55.80,0.16,0.43,1,5050,platinum
10,Irelia,S-,middle,51.31,4.16,11.08,5,129065,platinum
11,Galio,A+,middle,52.11,1.75,0.32,3,54196,platinum
12,Camille,A+,middle,52.73,0.11,1.95,0,3315,platinum
13,Riven,A+,middle,52.45,0.33,1.59,1,10202,platinum
14,Ekko,A+,middle,51.23,2.78,2.54,3,86296,platinum
15,Syndra,A+,middle,50.32,8.53,8.39,0,264578,platinum
16,Zac,A+,middle,54.69,0.14,1.51,1,4187,platinum
17,Cassiopeia,A,middle,51.78,1.34,1.25,2,41662,platinum
18,Vladimir,A,middle,51.42,3.07,3.59,4,95192,platinum
19,Brand,A,middle,52.59,1.21,6.63,3,37408,platinum
20,Anivia,A,middle,53.16,1.64,1.28,5,50907,platinum
21,Twisted Fate,A,middle,51.49,3.97,0.24,5,123176,platinum
22,Illaoi,A,middle,54.87,0.12,13.31,1,3612,platinum
23,Naafiri,A,middle,53.37,1.46,3.31,5,45148,platinum
24,Akshan,A,middle,51.61,1.80,2.87,2,55653,platinum
25,Pantheon,A-,middle,51.79,2.19,3.33,3,67916,platinum
26,Katarina,A-,middle,50.32,5.97,5.93,0,184993,platinum
27,Kennen,A-,middle,53.51,0.33,0.70,1,10347,platinum
28,Neeko,A-,middle,52.23,2.13,3.92,4,66059,platinum
29,Quinn,A-,middle,53.18,0.19,1.73,1,5869,platinum
30,Akali,A-,middle,50.41,9.41,17.48,2,291759,platinum
31,Kassadin,A-,middle,52.18,2.14,2.44,4,66441,platinum
32,Heimerdinger,A-,middle,52.35,0.47,1.09,1,14460,platinum
33,Nasus,B+,middle,54.18,0.41,6.22,2,12598,platinum
34,Vex,B+,middle,52.57,3.96,4.36,9,122888,platinum
35,Zilean,B+,middle,53.13,0.18,0.53,1,5439,platinum
36,Fiddlesticks,B+,middle,54.84,0.11,2.11,0,3266,platinum
37,Twitch,B+,middle,52.49,0.21,4.06,0,6628,platinum
38,Kled,B+,middle,54.36,0.11,0.73,0,3501,platinum
39,Annie,B+,middle,52.26,1.36,0.50,3,42113,platinum
40,Aurelion Sol,B+,middle,52.19,2.10,1.20,4,65127,platinum
41,Garen,B+,middle,54.43,0.43,6.21,2,13251,platinum
42,Gragas,B+,middle,51.19,0.40,0.63,0,12291,platinum
43,Diana,B,middle,52.15,1.75,1.90,3,54146,platinum
44,Veigar,B,middle,52.37,4.71,2.29,10,146088,platinum
45,Kayle,B,middle,53.74,0.26,1.22,1,8085,platinum
46,Malzahar,B,middle,52.72,4.70,6.78,12,145758,platinum
47,Yasuo,B,middle,49.71,9.95,21.73,-7,308531,platinum
48,Viktor,B,middle,51.88,3.56,1.44,6,110484,platinum
49,Aatrox,B,middle,50.87,0.40,13.66,0,12349,platinum
50,Pyke,B,middle,51.47,0.13,10.02,0,4078,platinum
51,Urgot,B,middle,53.14,0.05,0.66,0,1671,platinum
52,Rumble,B,middle,51.52,0.48,1.42,1,14842,platinum
53,Jayce,B,middle,49.39,3.08,2.95,-3,95521,platinum
54,Teemo,B-,middle,52.40,0.27,6.83,1,8261,platinum
55,Ahri,B-,middle,50.79,7.09,2.40,4,219689,platinum
56,Qiyana,B-,middle,49.07,1.78,0.34,-2,55066,platinum
57,K'Sante,B-,middle,48.24,0.20,5.48,0,6219,platinum
58,Tristana,B-,middle,51.48,1.03,1.80,1,31967,platinum
59,Lissandra,B-,middle,51.22,2.95,1.40,3,91423,platinum
60,Sett,B-,middle,52.73,0.33,2.14,1,10113,platinum
61,Tahm Kench,B-,middle,52.09,0.11,1.84,0,3350,platinum
62,Zed,B-,middle,49.31,8.29,26.92,-11,257094,platinum
63,Renekton,B-,middle,50.25,0.44,3.53,0,13569,platinum
64,Nunu,C+,middle,49.75,0.29,0.46,0,8856,platinum
65,Karthus,C+,middle,48.79,0.18,1.18,0,5544,platinum
66,Seraphine,C+,middle,51.39,0.22,0.82,0,6951,platinum
67,Morgana,C+,middle,53.13,0.51,27.17,2,15945,platinum
68,Malphite,C+,middle,51.75,1.10,10.19,2,34202,platinum
69,Mordekaiser,C+,middle,52.76,0.25,6.94,1,7600,platinum
70,Vel'Koz,C+,middle,51.61,0.84,0.48,1,25927,platinum
71,Zoe,C+,middle,49.08,1.83,0.85,-2,56694,platinum
72,Kai'Sa,C+,middle,47.98,0.38,4.39,-1,11816,platinum
73,Gwen,C,middle,50.30,0.09,2.36,0,2881,platinum
74,Yone,C,middle,49.64,10.14,28.79,-9,314341,platinum
75,Ziggs,C,middle,50.85,1.11,2.89,1,34460,platinum
76,Ornn,C,middle,50.64,0.08,0.73,0,2577,platinum
77,Cho'Gath,C,middle,51.23,0.57,0.70,1,17549,platinum
78,Orianna,C,middle,48.91,8.70,9.51,-13,269798,platinum
79,Azir,C,middle,48.32,3.34,0.71,-7,103628,platinum
80,Sion,C-,middle,51.19,0.45,1.89,0,13887,platinum
81,Gangplank,C-,middle,50.43,0.51,2.93,0,15681,platinum
82,LeBlanc,C-,middle,48.67,3.93,7.04,-7,121727,platinum
83,Ezreal,C-,middle,46.77,0.54,11.67,-2,16848,platinum
84,Hwei,C-,middle,41.39,11.61,26.08,-140,360033,platinum
85,Varus,C-,middle,47.90,0.39,2.80,-1,12159,platinum
86,Shyvana,D+,middle,52.32,0.09,0.45,0,2907,platinum
87,Ryze,D+,middle,49.97,1.53,0.21,0,47295,platinum
88,Zyra,D+,middle,51.05,0.14,8.15,0,4304,platinum
89,Shen,D+,middle,50.18,0.05,0.25,0,1684,platinum
90,Xin Zhao,D,middle,50.84,0.11,0.25,0,3446,platinum
91,Wukong,D,middle,51.68,0.09,0.32,0,2893,platinum
92,Karma,D,middle,46.40,0.15,1.46,-1,4722,platinum
93,Yorick,D,middle,51.16,0.21,4.25,0,6399,platinum
94,Corki,D-,middle,49.72,0.80,0.11,0,24917,platinum
95,Kog'Maw,D-,middle,49.80,0.12,0.33,0,3566,platinum
96,Lucian,D-,middle,46.20,0.40,3.60,-2,12542,platinum
1,Karthus,S+,bottom,53.57,0.19,1.18,1,5981,platinum
2,Vayne,S,bottom,51.84,11.11,10.02,19,342793,platinum
3,Jhin,S-,bottom,51.55,17.33,3.06,23,534970,platinum
4,Yasuo,S-,bottom,51.08,1.50,21.73,2,46393,platinum
5,Cassiopeia,A+,bottom,53.80,0.12,1.25,0,3647,platinum
6,Ezreal,A+,bottom,50.21,23.80,11.67,-2,734501,platinum
7,Ashe,A,bottom,51.43,11.09,7.21,14,342259,platinum
8,Swain,A,bottom,53.31,0.57,3.13,2,17747,platinum
9,Jinx,A,bottom,50.70,12.34,1.61,5,380896,platinum
10,Brand,A-,bottom,52.83,0.26,6.63,1,8134,platinum
11,Twitch,A-,bottom,51.47,4.68,4.06,6,144565,platinum
12,Quinn,A-,bottom,53.32,0.06,1.73,0,1776,platinum
13,Seraphine,B+,bottom,53.54,0.67,0.82,2,20531,platinum
14,Heimerdinger,B+,bottom,52.13,0.13,1.09,0,4065,platinum
15,Ziggs,B+,bottom,51.99,2.36,2.89,4,72697,platinum
16,Tahm Kench,B+,bottom,53.20,0.33,1.84,1,10066,platinum
17,Draven,B,bottom,49.37,4.86,11.35,-5,149936,platinum
18,Nilah,B,bottom,51.50,1.78,3.89,2,54924,platinum
19,Aurelion Sol,B,bottom,52.57,0.10,1.20,0,3207,platinum
20,Akshan,B,bottom,50.82,0.10,2.87,0,3223,platinum
21,Miss Fortune,B,bottom,51.97,10.03,2.40,17,309571,platinum
22,Kog'Maw,B-,bottom,51.87,1.32,0.33,2,40674,platinum
23,Kalista,B-,bottom,48.86,2.73,1.38,-4,84267,platinum
24,Veigar,B-,bottom,51.85,0.64,2.29,1,19771,platinum
25,Caitlyn,B-,bottom,50.02,18.99,13.86,-6,586079,platinum
26,Varus,C+,bottom,49.67,9.39,2.80,-6,289765,platinum
27,Xayah,C+,bottom,48.58,6.60,2.49,-12,203844,platinum
28,Kai'Sa,C+,bottom,48.18,17.97,4.39,-39,554482,platinum
29,Aphelios,C,bottom,47.74,4.60,0.97,-12,142054,platinum
30,Senna,C,bottom,48.27,0.36,8.53,-1,11082,platinum
31,Samira,C,bottom,49.91,8.31,21.02,-4,256359,platinum
32,Tristana,C-,bottom,49.97,4.61,1.80,-1,142176,platinum
33,Hwei,C-,bottom,44.75,0.64,26.08,-5,19814,platinum
34,Lucian,D+,bottom,49.62,11.83,3.60,-8,365277,platinum
35,Cho'Gath,D+,bottom,49.73,0.10,0.70,0,2972,platinum
36,Sivir,D,bottom,49.75,3.54,0.90,-2,109320,platinum
37,Corki,D-,bottom,48.64,0.06,0.11,0,1727,platinum
38,Zeri,D-,bottom,47.13,2.33,0.48,-7,72053,platinum
1,Rakan,S+,support,51.33,7.27,3.87,8,221586,platinum
2,Janna,S+,support,51.66,4.18,0.83,6,127413,platinum
3,Taliyah,S,support,52.16,0.14,0.88,0,4398,platinum
4,Sylas,S,support,51.00,0.84,21.42,1,25597,platinum
5,Poppy,S,support,52.01,0.35,2.74,1,10626,platinum
6,Xerath,S-,support,52.47,7.45,17.48,20,227023,platinum
7,Senna,S-,support,50.52,11.40,8.53,3,347406,platinum
8,Blitzcrank,S-,support,51.44,8.38,32.26,14,255224,platinum
9,Zyra,A+,support,53.15,6.69,8.15,21,203894,platinum
10,Brand,A+,support,51.61,5.12,6.63,7,156007,platinum
11,Soraka,A+,support,51.77,4.84,1.59,7,147341,platinum
12,Bard,A+,support,50.30,2.96,0.40,0,90251,platinum
13,Lux,A+,support,50.69,12.98,11.36,6,395501,platinum
14,Zac,A,support,51.53,0.48,1.51,1,14620,platinum
15,Shaco,A,support,51.73,1.42,27.34,3,43320,platinum
16,Zilean,A,support,51.33,2.01,0.53,2,61326,platinum
17,Fiddlesticks,A,support,52.14,0.51,2.11,1,15625,platinum
18,Pyke,A,support,50.21,6.34,10.02,-1,193035,platinum
19,Taric,A,support,51.53,1.09,0.22,1,33067,platinum
20,Sona,A-,support,52.12,2.16,0.08,4,65910,platinum
21,Maokai,A-,support,52.82,1.61,0.66,4,49161,platinum
22,Alistar,A-,support,50.29,4.43,1.90,0,134956,platinum
23,Renata Glasc,A-,support,51.26,2.70,1.04,3,82339,platinum
24,Heimerdinger,A-,support,51.08,1.09,1.09,1,33311,platinum
25,Neeko,A-,support,50.71,2.37,3.92,1,72252,platinum
26,Galio,A-,support,51.05,0.50,0.32,0,15255,platinum
27,Kennen,B+,support,51.05,0.08,0.70,0,2335,platinum
28,Leona,B+,support,51.22,6.59,5.33,7,200802,platinum
29,Thresh,B+,support,49.84,12.44,4.65,-6,379108,platinum
30,Nami,B+,support,50.74,5.29,0.30,2,161097,platinum
31,Teemo,B+,support,51.54,0.65,6.83,1,19760,platinum
32,Zoe,B+,support,49.51,0.31,0.85,0,9462,platinum
33,Swain,B+,support,50.15,3.99,3.13,-1,121451,platinum
34,Milio,B,support,50.81,3.92,1.39,2,119518,platinum
35,Karthus,B,support,48.43,0.07,1.18,0,2131,platinum
36,Morgana,B,support,51.82,7.92,27.17,17,241267,platinum
37,LeBlanc,B,support,49.64,0.55,7.04,0,16614,platinum
38,Vel'Koz,B,support,50.94,2.18,0.48,1,66560,platinum
39,Gragas,B,support,49.04,0.22,0.63,0,6597,platinum
40,Ivern,B,support,49.47,0.10,0.72,0,3133,platinum
41,Rumble,B,support,49.17,0.07,1.42,0,2178,platinum
42,Nidalee,B,support,48.36,0.14,1.75,0,4349,platinum
43,Ahri,B,support,50.68,0.16,2.40,0,4872,platinum
44,Nautilus,B-,support,49.46,9.33,15.77,-9,284133,platinum
45,Annie,B-,support,50.82,0.34,0.50,0,10317,platinum
46,Lissandra,B-,support,50.71,0.22,1.40,0,6786,platinum
47,Tahm Kench,B-,support,50.58,0.94,1.84,0,28777,platinum
48,Rell,B-,support,49.22,2.62,2.00,-3,79796,platinum
49,Braum,B-,support,50.70,2.57,0.47,1,78377,platinum
50,Twitch,B-,support,49.52,1.11,4.06,-1,33889,platinum
51,Pantheon,C+,support,48.82,2.15,3.33,-3,65437,platinum
52,Syndra,C+,support,47.33,0.25,8.39,-1,7587,platinum
53,Seraphine,C+,support,49.32,3.38,0.82,-3,102973,platinum
54,Amumu,C+,support,50.75,0.64,1.24,0,19560,platinum
55,Karma,C+,support,48.45,5.24,1.46,-10,159507,platinum
56,Kog'Maw,C+,support,50.07,0.05,0.33,0,1484,platinum
57,Jarvan IV,C+,support,47.48,0.19,3.98,-1,5824,platinum
58,Shen,C,support,49.13,0.43,0.25,0,13052,platinum
59,Camille,C,support,46.08,0.25,1.95,-1,7602,platinum
60,Ornn,C,support,48.15,0.07,0.73,0,2168,platinum
61,Singed,C,support,47.57,0.08,0.43,0,2453,platinum
62,Vex,C,support,49.30,0.17,4.36,0,5154,platinum
63,Ziggs,C,support,49.20,0.53,2.89,-1,16239,platinum
64,Ashe,C-,support,47.92,4.53,7.21,-12,137938,platinum
65,Anivia,C-,support,48.75,0.30,1.28,0,9132,platinum
66,Twisted Fate,C-,support,46.24,0.10,0.24,0,3190,platinum
67,Hwei,C-,support,40.41,3.24,26.08,-43,98819,platinum
68,Lulu,C-,support,48.34,6.33,3.74,-13,192926,platinum
69,Nunu,D+,support,40.03,0.10,0.46,-1,3060,platinum
70,Sion,D+,support,47.51,0.17,1.89,0,5300,platinum
71,Yuumi,D+,support,48.19,4.46,3.82,-10,136009,platinum
72,Sett,D,support,47.80,0.36,2.14,-1,10886,platinum
73,Aurelion Sol,D,support,45.28,0.05,1.20,0,1524,platinum
74,Cho'Gath,D,support,47.19,0.21,0.70,-1,6323,platinum
75,Malphite,D-,support,47.51,0.74,10.19,-2,22410,platinum
76,Veigar,D-,support,46.33,0.68,2.29,-3,20852,platinum
77,Miss Fortune,D-,support,44.28,0.85,2.40,-5,25795,platinum
1,Fiora,S+,top,50.94,4.88,7.34,5,139975,gold
2,Jax,S+,top,50.00,10.23,18.77,1,293723,gold
3,Singed,S,top,52.44,1.47,0.46,4,42081,gold
4,Zac,S,top,52.37,0.45,1.22,1,12808,gold
5,Vayne,S,top,50.77,1.78,9.73,2,51220,gold
6,Ornn,S,top,51.89,2.83,0.74,6,81138,gold
7,Cassiopeia,S-,top,51.31,0.22,1.26,0,6256,gold
8,Illaoi,S-,top,51.54,5.37,15.37,10,154115,gold
9,Olaf,S-,top,50.80,2.00,1.79,2,57399,gold
10,Akshan,S-,top,50.50,0.30,2.44,0,8529,gold
11,Nasus,A+,top,52.78,6.11,6.97,19,175334,gold
12,Quinn,A+,top,50.84,1.56,1.86,1,44791,gold
13,Tryndamere,A+,top,50.03,3.36,3.30,0,96378,gold
14,Garen,A+,top,52.53,8.76,6.75,25,251307,gold
15,Kled,A+,top,51.47,1.16,0.75,2,33205,gold
16,Urgot,A+,top,51.34,2.25,0.90,3,64650,gold
17,Rengar,A,top,49.57,0.60,1.61,0,17082,gold
18,Kayle,A,top,52.52,3.15,1.29,8,90537,gold
19,Swain,A,top,50.68,0.37,3.98,0,10500,gold
20,Malphite,A,top,51.79,6.21,9.19,13,178104,gold
21,Tahm Kench,A,top,51.07,2.66,2.05,3,76455,gold
22,Poppy,A,top,49.56,1.06,1.99,0,30386,gold
23,Sylas,A,top,49.09,0.85,20.23,-1,24528,gold
24,Maokai,A,top,52.31,0.46,0.64,1,13120,gold
25,Trundle,A-,top,52.31,10.74,19.34,32,308213,gold
26,Teemo,A-,top,50.66,5.12,10.15,4,146916,gold
27,Karthus,A-,top,48.52,0.09,0.79,0,2570,gold
28,Zed,A-,top,48.92,0.23,27.48,0,6696,gold
29,Dr. Mundo,A-,top,52.37,2.65,2.44,7,76023,gold
30,Naafiri,A-,top,51.55,0.22,3.50,0,6285,gold
31,Warwick,A-,top,50.72,1.31,3.32,1,37738,gold
32,Cho'Gath,A-,top,50.69,2.26,0.90,2,64929,gold
33,Camille,A-,top,49.13,3.45,1.60,-3,98959,gold
34,Shen,B+,top,50.13,1.83,0.26,0,52515,gold
35,Varus,B+,top,49.48,1.11,2.29,0,31977,gold
36,Aurelion Sol,B+,top,50.91,0.09,1.27,0,2683,gold
37,Riven,B+,top,49.15,4.57,1.23,-4,131055,gold
38,Mordekaiser,B+,top,50.70,5.55,8.25,5,159199,gold
39,Sett,B+,top,50.17,5.84,2.76,1,167659,gold
40,Aatrox,B+,top,49.27,10.09,12.97,-8,289689,gold
41,Fiddlesticks,B+,top,49.57,0.14,1.50,0,3879,gold
42,Darius,B+,top,48.99,7.85,17.87,-9,225189,gold
43,Jayce,B+,top,47.98,4.17,2.56,-8,119609,gold
44,Heimerdinger,B,top,49.77,0.76,1.42,0,21749,gold
45,Kassadin,B,top,49.39,0.05,1.72,0,1304,gold
46,Azir,B,top,47.69,0.10,0.71,0,2992,gold
47,Yorick,B,top,50.54,3.83,5.36,2,109862,gold
48,Volibear,B,top,50.11,4.38,1.79,1,125835,gold
49,Ryze,B,top,49.64,0.38,0.24,0,10909,gold
50,Galio,B,top,48.94,0.10,0.37,0,2748,gold
51,K'Sante,B,top,46.56,2.66,4.58,-9,76353,gold
52,Vladimir,B,top,48.71,0.68,3.16,-1,19600,gold
53,Irelia,B,top,49.21,3.58,10.60,-3,102642,gold
54,Lillia,B,top,50.47,0.40,2.52,0,11586,gold
55,Ahri,B-,top,49.22,0.16,2.64,0,4691,gold
56,Udyr,B-,top,49.06,0.46,0.99,0,13140,gold
57,Akali,B-,top,48.43,2.84,17.50,-5,81620,gold
58,Draven,B-,top,45.91,0.10,10.02,0,2751,gold
59,Viktor,B-,top,49.99,0.12,1.24,0,3495,gold
60,Annie,B-,top,49.56,0.04,0.58,0,1130,gold
61,Kennen,B-,top,47.98,1.41,0.65,-3,40354,gold
62,Renekton,B-,top,47.83,3.97,3.16,-9,113823,gold
63,Rumble,B-,top,48.25,2.03,1.26,-3,58331,gold
64,Gwen,B-,top,48.86,3.38,2.21,-4,97079,gold
65,Rek'Sai,C+,top,46.50,0.02,0.48,0,514,gold
66,Sion,C+,top,49.74,3.49,1.87,-1,100293,gold
67,Neeko,C+,top,48.07,0.13,4.11,0,3736,gold
68,Graves,C+,top,47.14,0.36,7.65,-1,10246,gold
69,Gnar,C+,top,48.51,2.54,0.64,-4,72959,gold
70,LeBlanc,C+,top,46.51,0.10,6.90,0,2780,gold
71,Yone,C+,top,47.99,9.81,28.18,-26,281502,gold
72,Qiyana,C+,top,45.03,0.05,0.29,0,1328,gold
73,Yasuo,C+,top,46.59,2.50,24.46,-11,71718,gold
74,Briar,C,top,48.41,0.19,32.19,0,5520,gold
75,Anivia,C,top,48.04,0.05,1.06,0,1426,gold
76,Wukong,C,top,49.81,0.49,0.33,0,14098,gold
77,Pantheon,C,top,48.38,2.15,3.55,-3,61770,gold
78,Kalista,C,top,45.38,0.26,1.19,-1,7486,gold
79,Malzahar,C,top,49.65,0.33,7.74,0,9557,gold
80,Gragas,C,top,46.29,0.81,0.52,-3,23362,gold
81,Ivern,C,top,44.24,0.03,0.54,0,807,gold
82,Karma,C-,top,46.49,0.21,1.19,-1,6003,gold
83,Kayn,C-,top,46.12,0.24,11.13,-1,7030,gold
84,Rammus,C-,top,49.21,0.24,12.13,0,6820,gold
85,Gangplank,C-,top,48.21,3.45,2.58,-6,99056,gold
86,Veigar,C-,top,49.20,0.22,3.18,0,6455,gold
87,Alistar,C-,top,43.98,0.09,1.69,-1,2585,gold
88,Lissandra,D+,top,47.84,0.08,1.19,0,2343,gold
89,Shaco,D+,top,47.35,0.43,30.25,-2,12299,gold
90,Shyvana,D+,top,49.42,0.34,0.58,0,9820,gold
91,Corki,D+,top,47.03,0.03,0.12,0,774,gold
92,Master Yi,D,top,45.52,0.28,16.00,-1,7963,gold
93,Taric,D,top,42.17,0.02,0.24,0,664,gold
94,Xin Zhao,D,top,46.55,0.19,0.31,-1,5336,gold
95,Hwei,D,top,39.22,0.33,22.72,-5,9510,gold
96,Lucian,D-,top,44.41,0.25,2.99,-1,7093,gold
97,Skarner,D-,top,44.15,0.08,0.11,0,2272,gold
98,Sejuani,D-,top,45.95,0.14,0.38,-1,4096,gold
1,Jax,S+,jungle,51.13,2.35,18.77,4,65635,gold
2,Briar,S+,jungle,53.26,7.43,32.19,37,207100,gold
3,Master Yi,S,jungle,50.67,8.35,16.00,7,232953,gold
4,Kayn,S,jungle,50.26,11.55,11.13,4,322020,gold
5,Graves,S,jungle,50.25,10.17,7.65,4,283614,gold
6,Nocturne,S-,jungle,52.48,12.03,21.07,39,335411,gold
7,Ekko,S-,jungle,50.30,5.56,2.54,2,155038,gold
8,Karthus,S-,jungle,50.09,1.99,0.79,0,55495,gold
9,Ivern,A+,jungle,50.84,0.93,0.54,1,25992,gold
10,Brand,A+,jungle,51.70,3.20,7.99,6,89365,gold
11,Zac,A+,jungle,50.44,3.04,1.22,2,84914,gold
12,Bel'Veth,A+,jungle,49.84,3.03,3.28,0,84608,gold
13,Poppy,A,jungle,49.86,2.66,1.99,0,74205,gold
14,Taliyah,A,jungle,49.59,1.57,0.52,-1,43750,gold
15,Evelynn,A,jungle,50.29,3.83,4.37,1,106749,gold
16,Rammus,A,jungle,53.22,4.16,12.13,16,116069,gold
17,Darius,A,jungle,49.76,0.28,17.87,0,7701,gold
18,Fiddlesticks,A,jungle,50.68,2.79,1.50,2,77778,gold
19,Lillia,A-,jungle,51.86,3.87,2.52,8,107874,gold
20,Maokai,A-,jungle,50.95,2.23,0.64,2,62075,gold
21,Skarner,A-,jungle,50.62,0.42,0.11,0,11698,gold
22,Shaco,A-,jungle,50.08,6.85,30.25,2,190908,gold
23,Talon,A-,jungle,49.68,1.34,1.85,0,37432,gold
24,Trundle,A-,jungle,52.00,2.37,19.34,6,66016,gold
25,Warwick,B+,jungle,50.55,4.56,3.32,3,127278,gold
26,Udyr,B+,jungle,49.94,1.98,0.99,0,55254,gold
27,Kha'Zix,B+,jungle,49.72,6.97,4.01,-1,194296,gold
28,Hecarim,B+,jungle,48.22,4.00,2.88,-7,111593,gold
29,Rumble,B+,jungle,49.16,0.38,1.26,0,10714,gold
30,Rell,B+,jungle,48.92,0.31,1.59,0,8646,gold
31,Amumu,B+,jungle,51.09,4.07,1.48,5,113490,gold
32,Kindred,B+,jungle,48.34,2.34,0.93,-4,65372,gold
33,Gwen,B,jungle,49.40,0.39,2.21,0,11003,gold
34,Teemo,B,jungle,50.17,0.93,10.15,0,26021,gold
35,Vi,B,jungle,50.24,5.46,1.23,2,152348,gold
36,Viego,B,jungle,49.27,6.85,2.00,-5,191163,gold
37,Shyvana,B,jungle,51.17,2.62,0.58,3,73185,gold
38,Rek'Sai,B,jungle,48.69,0.76,0.48,-1,21209,gold
39,Lee Sin,B,jungle,48.11,15.14,11.57,-31,422155,gold
40,Mordekaiser,B,jungle,50.56,0.52,8.25,0,14617,gold
41,Yorick,B-,jungle,51.76,0.10,5.36,0,2805,gold
42,Sylas,B-,jungle,47.83,3.46,20.23,-9,96569,gold
43,Rengar,B-,jungle,46.81,2.48,1.61,-8,69216,gold
44,Qiyana,B-,jungle,46.73,0.28,0.29,-1,7704,gold
45,Morgana,B-,jungle,50.61,0.51,28.41,0,14314,gold
46,Gragas,B-,jungle,48.22,2.28,0.52,-4,63482,gold
47,Jarvan IV,B-,jungle,49.21,5.86,2.98,-4,163410,gold
48,Taric,B-,jungle,48.86,0.04,0.24,0,1185,gold
49,Elise,C+,jungle,48.95,1.49,0.93,-1,41600,gold
50,Diana,C+,jungle,49.63,5.13,1.95,-2,142947,gold
51,Nunu,C+,jungle,48.02,2.75,0.52,-5,76714,gold
52,Zed,C+,jungle,47.41,0.79,27.48,-3,22035,gold
53,Singed,C+,jungle,47.48,0.09,0.46,0,2641,gold
54,Nidalee,C+,jungle,46.49,2.90,1.31,-10,80763,gold
55,Xin Zhao,C,jungle,49.60,2.29,0.31,-1,63769,gold
56,Pantheon,C,jungle,48.08,0.58,3.55,-1,16063,gold
57,Tryndamere,C,jungle,47.14,0.28,3.30,-1,7823,gold
58,Neeko,C,jungle,47.07,0.14,4.11,0,3828,gold
59,Sion,C,jungle,48.38,0.20,1.87,0,5571,gold
60,Urgot,C,jungle,46.26,0.05,0.90,0,1444,gold
61,Volibear,C-,jungle,48.81,0.91,1.79,-1,25409,gold
62,Olaf,C-,jungle,45.82,0.24,1.79,-1,6759,gold
63,Dr. Mundo,C-,jungle,48.73,0.23,2.44,0,6442,gold
64,Shen,C-,jungle,46.29,0.10,0.26,0,2752,gold
65,Quinn,D+,jungle,44.64,0.05,1.86,0,1268,gold
66,Twitch,D+,jungle,41.64,0.36,4.30,-3,10131,gold
67,Sejuani,D+,jungle,48.15,2.71,0.38,-5,75666,gold
68,Nasus,D,jungle,47.60,0.27,6.97,-1,7634,gold
69,Garen,D,jungle,46.25,0.36,6.75,-1,10045,gold
70,Wukong,D,jungle,47.99,1.65,0.33,-3,45946,gold
71,Cho'Gath,D-,jungle,45.50,0.20,0.90,-1,5683,gold
72,Malphite,D-,jungle,45.73,0.43,9.19,-2,12092,gold
73,Naafiri,D-,jungle,42.07,0.22,3.50,-2,6080,gold
1,Taliyah,S+,middle,51.57,0.57,0.52,1,16427,gold
2,Swain,S+,middle,54.01,0.99,3.98,4,28822,gold
3,Irelia,S,middle,51.20,4.21,10.60,6,122320,gold
4,Xerath,S,middle,53.04,3.27,17.78,12,94978,gold
5,Camille,S,middle,53.04,0.09,1.60,0,2579,gold
6,Fizz,S,middle,52.76,7.17,13.26,23,208391,gold
7,Talon,S-,middle,50.85,3.29,1.85,3,95715,gold
8,Lux,S-,middle,51.65,4.50,16.26,9,130709,gold
9,Ekko,S-,middle,50.85,2.92,2.54,3,84890,gold
10,Singed,S-,middle,56.15,0.14,0.46,1,4039,gold
11,Illaoi,A+,middle,55.81,0.14,15.37,1,3976,gold
12,Sylas,A+,middle,50.06,9.65,20.23,2,280629,gold
13,Galio,A+,middle,51.46,1.67,0.37,3,48538,gold
14,Zac,A+,middle,54.57,0.10,1.22,0,3018,gold
15,Riven,A+,middle,51.94,0.35,1.23,1,10074,gold
16,Brand,A+,middle,51.92,1.42,7.99,3,41376,gold
17,Tryndamere,A,middle,52.34,0.23,3.30,1,6590,gold
18,Naafiri,A,middle,53.00,1.59,3.50,5,46257,gold
19,Quinn,A,middle,54.06,0.21,1.86,1,6027,gold
20,Cassiopeia,A,middle,51.02,1.30,1.26,1,37680,gold
21,Heimerdinger,A,middle,52.67,0.57,1.42,2,16643,gold
22,Twisted Fate,A,middle,50.89,3.34,0.20,3,97186,gold
23,Anivia,A,middle,52.17,1.44,1.06,3,42005,gold
24,Vladimir,A,middle,50.42,2.84,3.16,1,82659,gold
25,Ornn,A-,middle,52.52,0.07,0.74,0,2161,gold
26,Graves,A-,middle,51.55,0.23,7.65,0,6823,gold
27,Akshan,A-,middle,50.69,1.61,2.44,1,46788,gold
28,Syndra,A-,middle,50.03,7.48,7.06,1,217487,gold
29,Pantheon,A-,middle,50.76,2.45,3.55,2,71114,gold
30,Aurelion Sol,A-,middle,52.12,2.08,1.27,5,60384,gold
31,Nasus,A-,middle,52.96,0.39,6.97,1,11434,gold
32,Kennen,A-,middle,52.21,0.32,0.65,1,9438,gold
33,Kled,A-,middle,54.48,0.10,0.75,0,2957,gold
34,Karthus,B+,middle,49.99,0.17,0.79,0,4839,gold
35,Garen,B+,middle,54.27,0.46,6.75,2,13418,gold
36,Annie,B+,middle,51.65,1.45,0.58,3,42205,gold
37,Neeko,B+,middle,50.97,2.26,4.11,2,65640,gold
38,Kassadin,B+,middle,51.16,1.91,1.72,2,55418,gold
39,Fiddlesticks,B+,middle,53.23,0.11,1.50,0,3083,gold
40,Diana,B+,middle,51.65,1.87,1.95,3,54455,gold
41,Vex,B+,middle,51.63,4.25,4.61,8,123407,gold
