grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,champion_name,tier,lane
1,"['swain', 'veigar', 'seraphine', 'vayne']","['46.77', '47.47', '48.32', '49.59']","['464', '651', '536', '10043']","['zeri', 'xayah', 'aphelios', 'kaisa', 'samira']","['54.11', '53.89', '53.02', '52.91', '52.71']","['1802', '4843', '3825', '14701', '7275']",jhin,gold,adc
2,"['ziggs', 'kalista']","['47.13', '49.3']","['87', '71']","['samira', 'lucian', 'ashe', 'jinx', 'draven']","['65.25', '60.49', '60', '59.45', '59.4']","['305', '329', '325', '365', '133']",swain,gold,adc
2,"['swain', 'seraphine', 'ziggs', 'missfortune', 'yasuo']","['40', '44.16', '44.84', '48.65', '48.79']","['325', '428', '1338', '9248', '1074']","['zeri', 'kaisa', 'kalista', 'xayah', 'aphelios']","['56.64', '53.84', '53.8', '53.75', '53.11']","['1296', '10630', '1461', '3663', '2668']",ashe,gold,adc
2,"['swain', 'ziggs', 'twitch', 'missfortune', 'vayne']","['40.55', '46.22', '47.71', '48.4', '48.54']","['365', '1430', '3496', '9329', '7930']","['aphelios', 'zeri', 'xayah', 'kalista', 'draven']","['53.69', '53.62', '53.48', '53.18', '52.58']","['3051', '1466', '4082', '1617', '2990']",jinx,gold,adc
,"['jinx', 'ashe', 'ezreal', 'tristana', 'varus']","['42.67', '42.86', '47.95', '48.39', '49.15']","['75', '63', '146', '31', '59']","['aphelios', 'caitlyn', 'samira', 'xayah', 'kaisa']","['60', '58', '57.78', '57.5', '57.41']","['30', '100', '45', '40', '108']",cassiopeia,gold,adc
,"['xayah', 'ashe', 'jinx']","['48.39', '49.45', '49.47']","['31', '91', '95']","['aphelios', 'kaisa', 'tristana', 'vayne', 'jhin']","['64.29', '62.5', '58.97', '58.14', '57.52']","['42', '120', '39', '86', '153']",heimerdinger,gold,adc
,"['twitch', 'samira', 'jhin', 'vayne']","['45.59', '47.66', '48.08', '48.67']","['68', '107', '208', '150']","['draven', 'tristana', 'aphelios', 'xayah', 'sivir']","['61.43', '59.04', '58.33', '57.89', '56.86']","['70', '83', '60', '57', '51']",brand,gold,adc
3,"['swain', 'ziggs', 'kogmaw', 'yasuo', 'nilah']","['40.71', '47', '47.24', '47.91', '48.3']","['113', '483', '398', '430', '499']","['veigar', 'aphelios', 'zeri', 'varus', 'caitlyn']","['56.52', '55.23', '54.06', '52.63', '52.43']","['184', '1032', '505', '1936', '4995']",twitch,gold,adc
2,"['seraphine', 'vayne', 'yasuo', 'jhin', 'veigar']","['45.12', '46.59', '46.98', '49.41', '49.53']","['82', '1202', '232', '2281', '107']","['xayah', 'ashe', 'zeri', 'lucian', 'jinx']","['57.64', '55.16', '55.04', '54.6', '53.78']","['694', '1338', '238', '1414', '1430']",ziggs,gold,adc
3,"['kalista', 'jinx', 'draven', 'ezreal']","['47.27', '47.55', '48.46', '49.82']","['55', '387', '130', '562']","['yasuo', 'nilah', 'xayah', 'kaisa', 'ashe']","['60.66', '57.58', '56.72', '56.31', '55.84']","['61', '66', '134', '412', '428']",seraphine,gold,adc
3,"['seraphine', 'sivir', 'vayne', 'xayah', 'jhin']","['42.42', '47.14', '47.2', '47.42', '47.67']","['66', '297', '1180', '561', '1521']","['yasuo', 'kogmaw', 'kaisa', 'aphelios', 'zeri']","['60', '59.09', '58.4', '58.24', '57.56']","['200', '110', '1673', '376', '205']",nilah,gold,adc
,"['draven', 'samira', 'lucian', 'caitlyn', 'ziggs']","['38', '47.06', '47.32', '48.39', '48.48']","['50', '102', '112', '248', '33']","['zeri', 'yasuo', 'aphelios', 'sivir', 'varus']","['60.61', '60', '59.52', '57.58', '56.56']","['33', '30', '42', '33', '122']",tahmkench,gold,adc
1,"['swain', 'yasuo', 'vayne', 'jhin', 'ziggs']","['45.59', '46.68', '47.52', '48.21', '48.64']","['737', '2080', '13778', '24792', '3409']","['aphelios', 'draven', 'zeri', 'xayah', 'varus']","['52.71', '52.22', '51.97', '51.88', '51.78']","['5301', '5136', '2786', '7978', '13094']",ezreal,gold,adc
,"['missfortune', 'samira', 'vayne', 'jhin']","['43.18', '44.68', '46.48', '48.28']","['88', '47', '71', '116']","['ezreal', 'ashe', 'varus', 'caitlyn', 'jinx']","['62.5', '58.82', '57.89', '56.2', '54.55']","['112', '68', '38', '121', '88']",aurelionsol,gold,adc
1,"['swain', 'ziggs', 'seraphine', 'veigar', 'yasuo']","['45.79', '47.12', '48.93', '49.09', '49.57']","['380', '1666', '515', '550', '1281']","['aphelios', 'kogmaw', 'kalista', 'tristana', 'kaisa']","['55.87', '55.04', '53.97', '53.71', '53.53']","['2819', '963', '1523', '4623', '10899']",missfortune,gold,adc
4,"['swain', 'kogmaw', 'veigar', 'yasuo', 'missfortune']","['40.6', '41.39', '41.81', '42.07', '46.63']","['133', '331', '177', '435', '3485']","['xayah', 'kalista', 'zeri', 'kaisa', 'seraphine']","['53.76', '53.63', '53.2', '51.62', '51.54']","['1222', '537', '453', '3586', '130']",draven,gold,adc
,"['nilah', 'varus', 'tristana', 'ziggs', 'draven']","['34.69', '36.36', '40.56', '40.68', '41.43']","['49', '187', '143', '59', '140']","['zeri', 'xayah', 'kalista', 'kaisa']","['57.38', '55', '52.54', '52.15']","['61', '140', '59', '372']",senna,gold,adc
5,"['missfortune', 'ashe', 'draven', 'jinx', 'nilah']","['46.03', '46.2', '46.37', '46.82', '46.86']","['1523', '1461', '537', '1617', '207']","['veigar', 'seraphine', 'aphelios', 'sivir', 'swain']","['55', '52.73', '51.41', '50.97', '50.7']","['60', '55', '498', '465', '71']",kalista,gold,adc
3,"['nilah', 'seraphine', 'missfortune', 'swain', 'jinx']","['40.91', '44.44', '44.96', '47.06', '47.91']","['110', '45', '963', '34', '931']","['draven', 'zeri', 'veigar', 'xayah', 'kaisa']","['58.61', '58.11', '56.52', '55.76', '55.49']","['331', '148', '46', '330', '1121']",kogmaw,gold,adc
4,"['kogmaw', 'twitch', 'kalista', 'nilah', 'seraphine']","['43.48', '43.48', '45', '45.33', '45.95']","['46', '184', '60', '75', '37']","['draven', 'yasuo', 'varus', 'kaisa', 'jhin']","['58.19', '56.32', '54.55', '53.39', '52.53']","['177', '87', '264', '560', '651']",veigar,gold,adc
3,"['veigar', 'kogmaw', 'twitch', 'jhin', 'missfortune']","['45.45', '46.69', '47.37', '47.48', '47.58']","['264', '559', '1936', '8086', '5631']","['zeri', 'aphelios', 'xayah', 'draven', 'kaisa']","['53.24', '52.67', '52.38', '52.09', '51.91']","['973', '1946', '2774', '1914', '8437']",varus,gold,adc
2,"['swain', 'seraphine', 'sivir', 'jhin', 'missfortune']","['34.75', '44.29', '46.26', '47.29', '47.48']","['305', '219', '1593', '7275', '5762']","['kaisa', 'tristana', 'draven', 'aphelios', 'lucian']","['54.61', '52.97', '51.89', '51.84', '51.53']","['8570', '2086', '1900', '1852', '6027']",samira,gold,adc
4,"['swain', 'ziggs', 'seraphine', 'kogmaw', 'jhin']","['41.85', '42.36', '43.28', '44.24', '46.11']","['184', '694', '134', '330', '4843']","['zeri', 'yasuo', 'nilah', 'kaisa', 'samira']","['53.67', '52.84', '52.58', '51.89', '50.58']","['708', '545', '561', '7281', '3563']",xayah,gold,adc
3,"['nilah', 'seraphine', 'swain', 'kogmaw', 'samira']","['41.6', '43.69', '43.77', '44.51', '45.39']","['1673', '412', '562', '1121', '8570']",['zeri'],['52.38'],['2104'],kaisa,gold,adc
5,"['nilah', 'swain', 'missfortune', 'twitch', 'seraphine']","['41.76', '43.8', '44.13', '44.77', '44.78']","['376', '121', '2819', '1032', '134']","['kaisa', 'xayah', 'veigar', 'kogmaw', 'zeri']","['51.13', '51.08', '51.05', '50.57', '50.39']","['3583', '1339', '143', '261', '514']",aphelios,gold,adc
,"['twitch', 'lucian', 'tristana', 'caitlyn', 'draven']","['33.33', '41.51', '45.45', '45.45', '46.67']","['33', '53', '33', '99', '30']","['jhin', 'jinx', 'ezreal']","['56.04', '53.57', '51.22']","['91', '56', '82']",quinn,gold,adc
2,"['seraphine', 'swain', 'twitch', 'jhin', 'vayne']","['46.14', '46.42', '47.57', '48.06', '48.5']","['674', '586', '4995', '23693', '11495']","['aphelios', 'xayah', 'lucian', 'zeri', 'kaisa']","['52.51', '52.37', '52.03', '51.99', '51.5']","['4645', '6097', '11941', '2083', '17135']",caitlyn,gold,adc
3,"['swain', 'nilah', 'missfortune', 'samira', 'yasuo']","['42.64', '44.77', '46.29', '47.03', '47.72']","['129', '612', '4623', '2086', '461']","['zeri', 'aphelios', 'kalista', 'kaisa', 'xayah']","['53.31', '51.99', '51.36', '51.13', '50.79']","['544', '979', '590', '4739', '1518']",tristana,gold,adc
,"['yasuo', 'sivir', 'vayne', 'nilah', 'jinx']","['34.92', '35.8', '37.69', '38.46', '39.73']","['63', '81', '329', '65', '370']","['kogmaw', 'xayah', 'draven', 'aphelios']","['60', '55', '52.55', '51.67']","['40', '140', '137', '120']",hwei,gold,adc
,"['jinx', 'xayah', 'missfortune', 'jhin', 'vayne']","['41.77', '41.94', '42.42', '43.2', '43.42']","['79', '31', '99', '125', '76']","['kaisa', 'caitlyn', 'samira', 'ezreal', 'draven']","['58.76', '55.4', '54.9', '53.17', '53.13']","['97', '139', '51', '126', '32']",akshan,gold,adc
3,"['vayne', 'swain', 'seraphine', 'kogmaw', 'ashe']","['43.42', '43.81', '45.69', '46.27', '47.51']","['1969', '105', '116', '201', '2433']","['yasuo', 'samira', 'nilah', 'aphelios', 'kaisa']","['55.86', '53.74', '52.86', '52.39', '52.07']","['256', '1593', '297', '752', '3069']",sivir,gold,adc
,"['twitch', 'jhin', 'vayne', 'jinx', 'missfortune']","['29.03', '38.89', '38.98', '40.63', '43.84']","['31', '90', '59', '64', '73']","['ezreal', 'caitlyn', 'samira', 'lucian', 'tristana']","['56.48', '55.79', '54.05', '51.92', '51.35']","['108', '95', '37', '52', '37']",twistedfate,gold,adc
3,"['swain', 'ziggs', 'nilah', 'yasuo', 'kogmaw']","['39.51', '45.4', '46.5', '47.67', '47.85']","['329', '1414', '929', '946', '744']","['kaisa', 'zeri', 'xayah', 'draven', 'aphelios']","['52.12', '51.73', '51.52', '51.36', '51.33']","['11926', '1328', '4121', '2346', '2412']",lucian,gold,adc
,"['missfortune', 'ezreal', 'vayne']","['36', '38.82', '46.67']","['50', '85', '45']","['jinx', 'caitlyn', 'ashe', 'varus', 'lucian']","['66.67', '62.3', '55.26', '54.29', '53.13']","['30', '61', '38', '35', '32']",corki,gold,adc
,"['vayne', 'kaisa', 'jinx', 'ashe', 'jhin']","['39.29', '39.53', '42.62', '43.08', '43.75']","['56', '86', '61', '65', '80']","['lucian', 'samira', 'caitlyn']","['61.9', '60', '52.38']","['42', '35', '105']",chogath,gold,adc
5,"['swain', 'kogmaw', 'nilah', 'ashe', 'vayne']","['40.98', '41.89', '42.44', '43.36', '43.73']","['61', '148', '205', '1296', '1237']","['veigar', 'kalista', 'sivir']","['53.23', '52.51', '50.4']","['62', '299', '377']",zeri,gold,adc
2,"['bard', 'zilean', 'amumu', 'zyra', 'morgana']","['46.89', '46.96', '47.18', '47.71', '47.87']","['932', '626', '284', '2318', '3023']","['missfortune', 'hwei', 'yuumi', 'leblanc', 'malphite']","['59.08', '57.98', '57.93', '57.32', '55.59']","['347', '978', '1614', '246', '322']",rakan,gold,support
,"['xerath', 'zyra', 'karma', 'senna', 'lux']","['37.5', '41.03', '43.33', '47.83', '48.65']","['40', '39', '30', '46', '74']","['thresh', 'brand', 'nautilus', 'rakan', 'leona']","['60.61', '58.7', '58.18', '54.76', '54.17']","['66', '46', '55', '42', '48']",taliyah,gold,support
3,"['teemo', 'maokai', 'braum', 'milio', 'heimerdinger']","['44.3', '46.35', '47.11', '47.27', '47.93']","['158', '274', '380', '531', '169']","['hwei', 'missfortune', 'pantheon', 'yuumi', 'ziggs']","['63.44', '61.11', '59.37', '58.1', '55.7']","['454', '144', '379', '747', '79']",janna,gold,support
,"['braum', 'janna', 'maokai', 'zyra', 'renata']","['38.1', '38.53', '42.11', '42.28', '42.39']","['63', '109', '57', '246', '92']","['hwei', 'missfortune', 'ashe', 'ziggs', 'teemo']","['60.98', '59.32', '57.78', '56.67', '55.88']","['123', '59', '180', '30', '34']",sylas,gold,support
,"['sona', 'renata', 'janna', 'alistar', 'pantheon']","['29.73', '36.59', '42.86', '46.22', '46.67']","['37', '41', '56', '119', '45']","['velkoz', 'maokai', 'neeko', 'braum', 'ashe']","['71.43', '66.67', '65.71', '63.89', '61.7']","['42', '30', '35', '36', '47']",poppy,gold,support
1,"['zyra', 'xerath', 'velkoz', 'amumu', 'lux']","['45.78', '46.38', '47.05', '47.36', '47.44']","['5100', '4644', '1526', '492', '10302']","['malphite', 'hwei', 'missfortune', 'veigar', 'shaco']","['58.39', '58.01', '57.19', '55.08', '54.19']","['584', '1855', '640', '492', '775']",senna,gold,support
,"['morgana', 'renata', 'janna', 'lulu', 'karma']","['42.96', '43.4', '45.56', '45.77', '45.95']","['142', '53', '90', '142', '111']","['missfortune', 'sona', 'shaco', 'hwei', 'brand']","['67.5', '65', '60.87', '60', '59.57']","['40', '40', '46', '65', '94']",zac,gold,support
1,"['maokai', 'taric', 'alistar', 'sona', 'shaco']","['46.03', '47.92', '48.05', '48.13', '49.16']","['667', '265', '1307', '856', '596']","['hwei', 'missfortune', 'ziggs', 'seraphine', 'twitch']","['63.87', '59.56', '59.21', '57.14', '56.13']","['1110', '544', '304', '1442', '367']",xerath,gold,support
1,"['shaco', 'taric', 'teemo', 'xerath', 'sona']","['46.83', '49.12', '49.16', '49.39', '49.91']","['536', '397', '297', '2972', '1090']","['missfortune', 'hwei', 'veigar', 'leblanc', 'neeko']","['61.64', '61.39', '59.11', '58.17', '56.76']","['464', '1176', '313', '153', '1110']",zyra,gold,support
2,"['shaco', 'xerath', 'leblanc', 'amumu', 'taric']","['45.26', '45.8', '46', '46.75', '47.11']","['411', '2249', '100', '169', '346']","['hwei', 'missfortune', 'veigar', 'malphite', 'galio']","['61.74', '59.68', '58.67', '57.49', '55.67']","['907', '315', '225', '334', '194']",brand,gold,support
1,"['shaco', 'amumu', 'alistar', 'braum', 'rakan']","['45.19', '45.7', '47.07', '47.08', '47.63']","['801', '442', '3333', '1351', '3815']","['hwei', 'malphite', 'veigar', 'missfortune', 'yuumi']","['60.77', '57.52', '57.42', '57.11', '55.98']","['1091', '412', '357', '471', '2047']",blitzcrank,gold,support
1,"['xerath', 'shaco', 'twitch', 'maokai', 'zyra']","['46.01', '46.37', '46.88', '47.28', '47.31']","['8137', '1158', '849', '1267', '7131']","['hwei', 'heimerdinger', 'malphite', 'veigar', 'senna']","['59.39', '54.14', '53.8', '52.78', '52.56']","['2689', '881', '948', '756', '10302']",lux,gold,support
2,"['heimerdinger', 'ashe', 'nami', 'zyra', 'braum']","['47.06', '48.74', '48.75', '48.87', '49.09']","['221', '952', '1479', '2077', '495']","['hwei', 'galio', 'missfortune', 'veigar', 'amumu']","['63.91', '59.29', '59.09', '58.2', '57.83']","['773', '140', '220', '189', '166']",soraka,gold,support
3,"['maokai', 'bard', 'tahmkench', 'senna', 'twitch']","['43.41', '43.9', '45.21', '45.81', '46.67']","['129', '205', '73', '775', '75']","['hwei', 'yuumi', 'galio', 'malphite', 'veigar']","['66.52', '59.65', '59.09', '58.62', '58.18']","['227', '342', '44', '87', '55']",shaco,gold,support
3,"['teemo', 'taric', 'soraka', 'milio', 'zilean']","['43.33', '44.63', '45.16', '45.68', '46.03']","['90', '121', '516', '405', '239']","['lulu', 'hwei', 'twitch', 'malphite', 'pyke']","['58.4', '57.8', '57.38', '57.27', '56.05']","['661', '327', '122', '110', '760']",renata,gold,support
4,"['teemo', 'amumu', 'zilean', 'shaco', 'malphite']","['31.11', '40', '41.94', '43.9', '46.94']","['45', '30', '93', '82', '49']","['hwei', 'pantheon', 'missfortune', 'yuumi', 'tahmkench']","['60.69', '59.06', '58.97', '58.77', '58.46']","['145', '149', '39', '211', '65']",taric,gold,support
4,"['heimerdinger', 'amumu', 'zyra', 'sona', 'teemo']","['43.33', '43.59', '45.8', '46.15', '46.43']","['90', '78', '858', '221', '84']","['galio', 'hwei', 'missfortune', 'taric', 'rell']","['61.7', '60.23', '59.14', '58.06', '57.53']","['47', '264', '93', '93', '186']",zilean,gold,support
,"['neeko', 'janna', 'morgana', 'rakan', 'blitzcrank']","['41.43', '43.04', '43.44', '46.46', '47.64']","['70', '79', '221', '198', '233']","['missfortune', 'hwei', 'shaco', 'braum', 'bard']","['72.09', '63.75', '60.53', '59.52', '59.46']","['43', '80', '38', '42', '74']",fiddlesticks,gold,support
4,"['amumu', 'teemo', 'taric', 'leblanc', 'lux']","['43.18', '43.18', '43.64', '45.71', '45.86']","['44', '44', '55', '35', '881']","['ziggs', 'hwei', 'tahmkench', 'rell', 'pyke']","['63.64', '62.03', '58.21', '58.02', '57.95']","['44', '158', '67', '131', '440']",heimerdinger,gold,support
3,"['twitch', 'teemo', 'milio', 'leblanc', 'heimerdinger']","['42.86', '44.29', '45.15', '46.43', '48.18']","['63', '70', '268', '56', '110']","['malphite', 'missfortune', 'ziggs', 'pantheon', 'hwei']","['66.67', '63.64', '63.64', '62.14', '61.16']","['96', '77', '44', '206', '242']",maokai,gold,support
3,"['amumu', 'leona', 'twitch', 'galio', 'maokai']","['43.06', '46.58', '47.22', '48.33', '48.5']","['72', '702', '108', '60', '200']","['missfortune', 'malphite', 'hwei', 'veigar', 'leblanc']","['61.17', '60.68', '59.13', '58.62', '56.82']","['103', '117', '367', '87', '44']",sona,gold,support
4,"['teemo', 'zilean', 'soraka', 'shaco', 'leona']","['35.29', '38.3', '40.71', '40.91', '41.55']","['34', '47', '140', '44', '207']","['hwei', 'tahmkench', 'yuumi', 'rell', 'veigar']","['68.13', '58.54', '55.65', '54.05', '53.85']","['91', '41', '115', '74', '39']",galio,gold,support
4,"['renata', 'sona', 'twitch', 'soraka', 'maokai']","['45.72', '45.83', '45.97', '46.4', '46.46']","['339', '288', '124', '625', '226']","['leblanc', 'hwei', 'yuumi', 'shaco', 'missfortune']","['59.65', '58.64', '56.42', '56.1', '55.65']","['57', '428', '537', '205', '124']",bard,gold,support
3,"['teemo', 'heimerdinger', 'neeko', 'zyra', 'janna']","['39.79', '44.83', '45.51', '46.36', '46.97']","['191', '261', '668', '1883', '775']","['malphite', 'ziggs', 'missfortune', 'rell', 'nautilus']","['60.16', '57.97', '57.75', '56.32', '55.06']","['246', '138', '213', '609', '2294']",swain,gold,support
4,"['blitzcrank', 'soraka', 'nami', 'milio', 'brand']","['45.06', '46.08', '46.32', '47.32', '48.25']","['344', '217', '190', '112', '228']","['taric', 'galio', 'hwei', 'braum', 'swain']","['68.89', '64.71', '62.61', '61.76', '60.21']","['45', '34', '115', '68', '191']",teemo,gold,support
,"['blitzcrank', 'nautilus', 'soraka', 'leona', 'lux']","['36.67', '38.64', '42.86', '43.9', '44.79']","['30', '44', '35', '41', '96']","['xerath', 'zyra', 'senna', 'brand', 'thresh']","['56.76', '56.41', '53.57', '53.33', '51.35']","['37', '39', '56', '30', '74']",ivern,gold,support
,"['shaco', 'rell', 'swain', 'pantheon', 'lulu']","['30', '38.1', '40.85', '43.75', '43.75']","['30', '42', '71', '32', '80']","['bard', 'heimerdinger', 'senna', 'janna', 'ashe']","['58.7', '58.06', '57.89', '56', '54.41']","['46', '31', '209', '50', '68']",zoe,gold,support
2,"['janna', 'twitch', 'swain', 'zilean', 'bard']","['45.69', '46.52', '47.33', '47.81', '48.46']","['1554', '316', '1834', '640', '811']","['hwei', 'missfortune', 'yuumi', 'galio', 'pantheon']","['61.5', '58.57', '58.54', '58.45', '55.13']","['1000', '321', '1821', '207', '858']",leona,gold,support
,['senna'],['45.24'],['42'],"['nautilus', 'lux', 'thresh']","['55', '53.33', '52.38']","['40', '45', '42']",kennen,gold,support
3,"['zilean', 'sona', 'milio', 'leona', 'bard']","['45.96', '47.08', '47.66', '47.94', '48.13']","['520', '720', '961', '1625', '667']","['ziggs', 'hwei', 'tahmkench', 'missfortune', 'teemo']","['61.03', '60.66', '55.26', '53.95', '53.68']","['136', '783', '266', '215', '190']",nami,gold,support
4,"['braum', 'bard', 'zyra', 'rakan', 'sona']","['35', '40.35', '41.83', '42.68', '43.18']","['40', '57', '153', '246', '44']","['twitch', 'neeko', 'ashe', 'karma', 'hwei']","['63.33', '58.23', '57.55', '57.53', '57.33']","['30', '79', '139', '146', '75']",leblanc,gold,support
4,"['leblanc', 'zyra', 'teemo', 'shaco', 'janna']","['41.77', '43.24', '43.28', '44.92', '45.82']","['79', '1110', '134', '256', '478']","['hwei', 'tahmkench', 'pantheon', 'swain', 'heimerdinger']","['59.24', '57.69', '55.66', '54.49', '53.98']","['422', '130', '327', '668', '176']",neeko,gold,support
2,"['zyra', 'leblanc', 'heimerdinger', 'zilean', 'xerath']","['43.46', '44.55', '45.43', '45.53', '45.93']","['3852', '321', '799', '1041', '4237']","['hwei', 'missfortune', 'amumu', 'veigar', 'ashe']","['59.12', '58.14', '55.5', '55.13', '54.08']","['1700', '516', '373', '468', '2400']",thresh,gold,support
3,"['velkoz', 'sona', 'twitch', 'renata', 'veigar']","['41.49', '44.06', '44.29', '46.03', '46.15']","['376', '345', '140', '517', '169']","['rell', 'pantheon', 'yuumi', 'hwei', 'missfortune']","['56.73', '56.55', '56.29', '55.91', '54.9']","['795', '527', '867', '601', '153']",alistar,gold,support
